vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
361,Owner_361,Driver_361,7,4,AB-73-AB-8250,Electric,Under Maintenance
362,Owner_362,Driver_362,5,1,AB-90-AB-8213,Petrol,Available
363,Owner_363,Driver_363,6,3,AB-48-AB-1443,Diesel,In Use
364,Owner_364,Driver_364,9,3,AB-66-AB-4503,Petrol,Under Maintenance
365,Owner_365,Driver_365,2,2,AB-17-AB-8337,Electric,Under Maintenance
366,Owner_366,Driver_366,1,5,AB-72-AB-1941,Petrol,Available
367,Owner_367,Driver_367,7,4,AB-80-AB-9579,Electric,Available
368,Owner_368,Driver_368,8,3,AB-27-AB-5553,Diesel,In Use
369,Owner_369,Driver_369,3,2,AB-61-AB-1948,Electric,In Use
370,Owner_370,Driver_370,4,4,AB-47-AB-7654,Diesel,In Use
371,Owner_371,Driver_371,9,2,AB-35-AB-9953,Petrol,Available
372,Owner_372,Driver_372,10,4,AB-49-AB-2465,Petrol,In Use
373,Owner_373,Driver_373,10,2,AB-89-AB-4510,Electric,Under Maintenance
374,Owner_374,Driver_374,6,5,AB-50-AB-1663,Petrol,Available
375,Owner_375,Driver_375,7,4,AB-76-AB-8190,Petrol,Under Maintenance
376,Owner_376,Driver_376,10,1,AB-55-AB-3887,Electric,Available
377,Owner_377,Driver_377,7,4,AB-69-AB-4133,Diesel,Available
378,Owner_378,Driver_378,2,1,AB-40-AB-9528,Diesel,Available
379,Owner_379,Driver_379,10,4,AB-93-AB-6098,Diesel,Available
380,Owner_380,Driver_380,3,5,AB-83-AB-2685,Diesel,Under Maintenance
381,Owner_381,Driver_381,5,1,AB-92-AB-8270,Electric,Under Maintenance
382,Owner_382,Driver_382,1,4,AB-87-AB-2338,Electric,Available
383,Owner_383,Driver_383,10,4,AB-69-AB-9882,Diesel,Under Maintenance
384,Owner_384,Driver_384,3,3,AB-64-AB-1664,Diesel,In Use
385,Owner_385,Driver_385,2,3,AB-80-AB-3917,Petrol,Available
386,Owner_386,Driver_386,7,3,AB-52-AB-6558,Electric,Available
387,Owner_387,Driver_387,1,2,AB-32-AB-7687,Petrol,In Use
388,Owner_388,Driver_388,2,4,AB-10-AB-5675,Diesel,In Use
389,Owner_389,Driver_389,5,5,AB-38-AB-4275,Diesel,Under Maintenance
390,Owner_390,Driver_390,1,4,AB-10-AB-9262,Petrol,Under Maintenance
391,Owner_391,Driver_391,6,4,AB-40-AB-2750,Electric,Under Maintenance
392,Owner_392,Driver_392,2,5,AB-77-AB-8321,Diesel,In Use
393,Owner_393,Driver_393,5,1,AB-41-AB-4618,Electric,In Use
394,Owner_394,Driver_394,1,2,AB-15-AB-3362,Petrol,Available
395,Owner_395,Driver_395,7,1,AB-43-AB-1890,Petrol,In Use
396,Owner_396,Driver_396,1,4,AB-97-AB-4267,Electric,Under Maintenance
397,Owner_397,Driver_397,5,4,AB-31-AB-5974,Diesel,In Use
398,Owner_398,Driver_398,8,4,AB-14-AB-6147,Petrol,Under Maintenance
399,Owner_399,Driver_399,6,4,AB-60-AB-6243,Electric,In Use
400,Owner_400,Driver_400,8,1,AB-81-AB-7195,Diesel,In Use
401,Owner_401,Driver_401,7,5,AB-53-AB-6912,Petrol,In Use
402,Owner_402,Driver_402,7,3,AB-49-AB-1731,Petrol,In Use
403,Owner_403,Driver_403,7,3,AB-24-AB-2960,Electric,Available
404,Owner_404,Driver_404,2,5,AB-85-AB-3561,Petrol,In Use
405,Owner_405,Driver_405,2,1,AB-43-AB-7745,Petrol,In Use
406,Owner_406,Driver_406,3,3,AB-18-AB-9415,Petrol,Under Maintenance
407,Owner_407,Driver_407,6,2,AB-26-AB-3219,Petrol,In Use
408,Owner_408,Driver_408,2,2,AB-89-AB-7252,Petrol,In Use
409,Owner_409,Driver_409,8,5,AB-82-AB-9635,Electric,Available
410,Owner_410,Driver_410,8,3,AB-46-AB-2225,Diesel,Under Maintenance
411,Owner_411,Driver_411,6,5,AB-46-AB-9647,Petrol,Under Maintenance
412,Owner_412,Driver_412,6,4,AB-63-AB-7399,Electric,In Use
413,Owner_413,Driver_413,4,5,AB-33-AB-6511,Diesel,Available
414,Owner_414,Driver_414,7,2,AB-43-AB-5318,Petrol,In Use
415,Owner_415,Driver_415,3,3,AB-68-AB-7156,Petrol,In Use
416,Owner_416,Driver_416,7,3,AB-16-AB-7055,Diesel,Available
417,Owner_417,Driver_417,4,5,AB-79-AB-5150,Diesel,In Use
418,Owner_418,Driver_418,4,3,AB-86-AB-9803,Electric,Available
419,Owner_419,Driver_419,10,3,AB-81-AB-4776,Electric,Available
420,Owner_420,Driver_420,1,3,AB-72-AB-9715,Electric,Available
421,Owner_421,Driver_421,5,3,AB-98-AB-3105,Diesel,Available
422,Owner_422,Driver_422,8,4,AB-76-AB-9275,Electric,Available
423,Owner_423,Driver_423,1,2,AB-94-AB-2138,Petrol,In Use
424,Owner_424,Driver_424,4,3,AB-39-AB-7270,Diesel,In Use
425,Owner_425,Driver_425,5,4,AB-36-AB-1437,Petrol,Available
426,Owner_426,Driver_426,10,1,AB-13-AB-3772,Electric,In Use
427,Owner_427,Driver_427,5,3,AB-89-AB-4291,Diesel,Under Maintenance
428,Owner_428,Driver_428,3,3,AB-92-AB-5379,Petrol,In Use
429,Owner_429,Driver_429,7,4,AB-20-AB-6388,Diesel,In Use
430,Owner_430,Driver_430,5,2,AB-22-AB-6438,Petrol,Under Maintenance
431,Owner_431,Driver_431,8,3,AB-78-AB-4471,Electric,In Use
432,Owner_432,Driver_432,10,2,AB-50-AB-7172,Electric,Under Maintenance
433,Owner_433,Driver_433,6,2,AB-67-AB-7398,Electric,Available
434,Owner_434,Driver_434,5,5,AB-78-AB-7127,Diesel,Under Maintenance
435,Owner_435,Driver_435,10,5,AB-71-AB-7576,Electric,In Use
436,Owner_436,Driver_436,9,2,AB-40-AB-6967,Electric,Under Maintenance
437,Owner_437,Driver_437,4,3,AB-45-AB-5819,Petrol,In Use
438,Owner_438,Driver_438,9,2,AB-78-AB-6195,Petrol,In Use
439,Owner_439,Driver_439,3,4,AB-59-AB-1181,Electric,In Use
440,Owner_440,Driver_440,1,2,AB-13-AB-8803,Diesel,In Use
441,Owner_441,Driver_441,7,3,AB-29-AB-3352,Petrol,Available
442,Owner_442,Driver_442,10,2,AB-72-AB-8591,Diesel,In Use
443,Owner_443,Driver_443,4,5,AB-74-AB-4202,Diesel,In Use
444,Owner_444,Driver_444,10,2,AB-77-AB-4205,Electric,In Use
445,Owner_445,Driver_445,6,1,AB-38-AB-2361,Diesel,Under Maintenance
446,Owner_446,Driver_446,4,1,AB-21-AB-1678,Petrol,Under Maintenance
447,Owner_447,Driver_447,5,5,AB-91-AB-5751,Electric,In Use
448,Owner_448,Driver_448,1,1,AB-48-AB-3539,Petrol,Under Maintenance
449,Owner_449,Driver_449,9,2,AB-41-AB-3619,Diesel,Available
450,Owner_450,Driver_450,3,3,AB-63-AB-1159,Petrol,In Use
451,Owner_451,Driver_451,10,2,AB-23-AB-9134,Petrol,In Use
452,Owner_452,Driver_452,5,3,AB-52-AB-4896,Petrol,Available
453,Owner_453,Driver_453,10,5,AB-41-AB-5843,Petrol,Available
454,Owner_454,Driver_454,3,5,AB-84-AB-6221,Petrol,Available
455,Owner_455,Driver_455,8,1,AB-33-AB-6591,Electric,Under Maintenance
456,Owner_456,Driver_456,6,4,AB-10-AB-9392,Diesel,Under Maintenance
457,Owner_457,Driver_457,6,5,AB-80-AB-8218,Diesel,Under Maintenance
458,Owner_458,Driver_458,6,1,AB-59-AB-4730,Diesel,Under Maintenance
459,Owner_459,Driver_459,9,2,AB-11-AB-1428,Petrol,Available
460,Owner_460,Driver_460,10,2,AB-57-AB-6621,Diesel,Available
461,Owner_461,Driver_461,8,3,AB-56-AB-2661,Petrol,Under Maintenance
462,Owner_462,Driver_462,7,5,AB-58-AB-2731,Electric,Available
463,Owner_463,Driver_463,6,1,AB-78-AB-9105,Petrol,Under Maintenance
464,Owner_464,Driver_464,2,5,AB-99-AB-1630,Diesel,In Use
465,Owner_465,Driver_465,10,2,AB-16-AB-6346,Petrol,In Use
466,Owner_466,Driver_466,10,1,AB-20-AB-1162,Diesel,Available
467,Owner_467,Driver_467,4,4,AB-68-AB-3447,Diesel,Under Maintenance
468,Owner_468,Driver_468,6,3,AB-59-AB-8432,Petrol,In Use
469,Owner_469,Driver_469,3,4,AB-94-AB-1867,Electric,Under Maintenance
470,Owner_470,Driver_470,6,2,AB-95-AB-8385,Petrol,In Use
471,Owner_471,Driver_471,7,5,AB-62-AB-3254,Diesel,Under Maintenance
472,Owner_472,Driver_472,8,1,AB-67-AB-3921,Petrol,Under Maintenance
473,Owner_473,Driver_473,4,5,AB-32-AB-4223,Electric,Under Maintenance
474,Owner_474,Driver_474,8,4,AB-88-AB-2693,Petrol,Available
475,Owner_475,Driver_475,6,2,AB-70-AB-2299,Electric,Available
476,Owner_476,Driver_476,4,5,AB-11-AB-3553,Petrol,In Use
477,Owner_477,Driver_477,4,1,AB-87-AB-4598,Petrol,Under Maintenance
478,Owner_478,Driver_478,8,2,AB-69-AB-3642,Diesel,Under Maintenance
479,Owner_479,Driver_479,1,4,AB-57-AB-8177,Electric,Under Maintenance
480,Owner_480,Driver_480,1,4,AB-10-AB-9752,Electric,Available
481,Owner_481,Driver_481,2,4,AB-27-AB-4704,Petrol,Available
482,Owner_482,Driver_482,2,3,AB-55-AB-2400,Diesel,Under Maintenance
483,Owner_483,Driver_483,2,3,AB-59-AB-6768,Electric,Available
484,Owner_484,Driver_484,7,1,AB-71-AB-3836,Petrol,In Use
485,Owner_485,Driver_485,7,2,AB-99-AB-8685,Diesel,In Use
486,Owner_486,Driver_486,2,4,AB-39-AB-7012,Petrol,In Use
487,Owner_487,Driver_487,10,5,AB-18-AB-6002,Petrol,Available
488,Owner_488,Driver_488,2,3,AB-72-AB-8439,Petrol,Under Maintenance
489,Owner_489,Driver_489,4,4,AB-51-AB-1968,Petrol,In Use
490,Owner_490,Driver_490,7,4,AB-76-AB-2844,Diesel,In Use
491,Owner_491,Driver_491,3,4,AB-15-AB-6017,Petrol,In Use
492,Owner_492,Driver_492,3,4,AB-86-AB-3503,Diesel,In Use
493,Owner_493,Driver_493,8,3,AB-65-AB-6370,Diesel,Under Maintenance
494,Owner_494,Driver_494,8,5,AB-22-AB-7475,Petrol,Available
495,Owner_495,Driver_495,3,4,AB-90-AB-7067,Petrol,In Use
496,Owner_496,Driver_496,2,1,AB-24-AB-7595,Petrol,Under Maintenance
497,Owner_497,Driver_497,1,3,AB-97-AB-5448,Electric,Under Maintenance
498,Owner_498,Driver_498,10,2,AB-98-AB-3076,Electric,Under Maintenance
499,Owner_499,Driver_499,7,1,AB-28-AB-3395,Diesel,Available
500,Owner_500,Driver_500,6,1,AB-22-AB-3240,Electric,Available
