vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
359,Owner_359,Driver_359,20,3,AB-38-AB-2625,Electric,Under Maintenance
360,Owner_360,Driver_360,7,4,AB-81-AB-7370,Petrol,In Use
361,Owner_361,Driver_361,9,2,AB-11-AB-2981,Electric,Available
362,Owner_362,Driver_362,12,4,AB-65-AB-5701,Electric,Available
363,Owner_363,Driver_363,12,1,AB-95-AB-6269,Electric,Under Maintenance
364,Owner_364,Driver_364,14,5,AB-37-AB-2654,Electric,Under Maintenance
365,Owner_365,Driver_365,13,2,AB-48-AB-2172,Petrol,In Use
366,Owner_366,Driver_366,6,4,AB-74-AB-2140,Petrol,Under Maintenance
367,Owner_367,Driver_367,3,4,AB-45-AB-1964,Diesel,In Use
368,Owner_368,Driver_368,4,2,AB-58-AB-4823,Electric,Available
369,Owner_369,Driver_369,3,2,AB-42-AB-3332,Electric,Under Maintenance
370,Owner_370,Driver_370,9,4,AB-64-AB-2028,Diesel,Under Maintenance
371,Owner_371,Driver_371,20,4,AB-99-AB-2293,Electric,Under Maintenance
372,Owner_372,Driver_372,9,2,AB-27-AB-1439,Electric,In Use
373,Owner_373,Driver_373,2,2,AB-51-AB-6559,Electric,Under Maintenance
374,Owner_374,Driver_374,17,3,AB-72-AB-4162,Electric,In Use
375,Owner_375,Driver_375,13,3,AB-73-AB-3906,Petrol,In Use
376,Owner_376,Driver_376,7,5,AB-38-AB-9819,Electric,Under Maintenance
377,Owner_377,Driver_377,5,1,AB-30-AB-4850,Electric,Available
378,Owner_378,Driver_378,2,3,AB-51-AB-7191,Electric,In Use
379,Owner_379,Driver_379,5,4,AB-55-AB-1037,Petrol,Under Maintenance
380,Owner_380,Driver_380,3,5,AB-57-AB-8792,Diesel,Under Maintenance
381,Owner_381,Driver_381,15,3,AB-91-AB-7209,Diesel,In Use
382,Owner_382,Driver_382,20,4,AB-34-AB-1437,Petrol,In Use
383,Owner_383,Driver_383,10,4,AB-37-AB-3268,Diesel,Available
384,Owner_384,Driver_384,18,3,AB-99-AB-2712,Petrol,In Use
385,Owner_385,Driver_385,20,2,AB-90-AB-4858,Petrol,In Use
386,Owner_386,Driver_386,19,2,AB-39-AB-6334,Electric,In Use
387,Owner_387,Driver_387,3,1,AB-86-AB-7252,Electric,Available
388,Owner_388,Driver_388,14,5,AB-95-AB-5856,Electric,Under Maintenance
389,Owner_389,Driver_389,19,2,AB-73-AB-8611,Petrol,In Use
390,Owner_390,Driver_390,8,3,AB-48-AB-6098,Electric,Available
391,Owner_391,Driver_391,14,2,AB-73-AB-8119,Petrol,Available
392,Owner_392,Driver_392,12,3,AB-61-AB-2652,Electric,Available
393,Owner_393,Driver_393,16,4,AB-82-AB-7320,Electric,Under Maintenance
394,Owner_394,Driver_394,9,5,AB-86-AB-4201,Petrol,In Use
395,Owner_395,Driver_395,3,1,AB-13-AB-6248,Electric,In Use
396,Owner_396,Driver_396,20,1,AB-56-AB-4499,Electric,In Use
397,Owner_397,Driver_397,13,1,AB-22-AB-3683,Electric,In Use
398,Owner_398,Driver_398,9,5,AB-29-AB-9558,Petrol,Available
399,Owner_399,Driver_399,4,2,AB-71-AB-5987,Petrol,Under Maintenance
400,Owner_400,Driver_400,2,3,AB-27-AB-4297,Electric,In Use
401,Owner_401,Driver_401,7,5,AB-52-AB-6039,Electric,In Use
402,Owner_402,Driver_402,5,4,AB-24-AB-1250,Petrol,In Use
403,Owner_403,Driver_403,14,3,AB-76-AB-3535,Diesel,Available
404,Owner_404,Driver_404,3,5,AB-90-AB-6807,Petrol,Available
405,Owner_405,Driver_405,2,2,AB-36-AB-7577,Electric,Under Maintenance
406,Owner_406,Driver_406,7,3,AB-20-AB-5408,Petrol,Available
407,Owner_407,Driver_407,6,3,AB-64-AB-9344,Electric,Available
408,Owner_408,Driver_408,18,2,AB-73-AB-6834,Electric,Under Maintenance
409,Owner_409,Driver_409,2,4,AB-11-AB-3168,Electric,Available
410,Owner_410,Driver_410,12,2,AB-94-AB-6940,Petrol,Available
411,Owner_411,Driver_411,9,4,AB-82-AB-5378,Diesel,Available
412,Owner_412,Driver_412,17,2,AB-14-AB-1117,Electric,In Use
413,Owner_413,Driver_413,11,2,AB-35-AB-4023,Electric,In Use
414,Owner_414,Driver_414,8,5,AB-54-AB-7705,Petrol,Under Maintenance
415,Owner_415,Driver_415,18,3,AB-87-AB-1518,Petrol,Under Maintenance
416,Owner_416,Driver_416,16,5,AB-36-AB-8062,Petrol,In Use
417,Owner_417,Driver_417,5,4,AB-81-AB-6993,Diesel,Available
418,Owner_418,Driver_418,16,3,AB-89-AB-1826,Diesel,Available
419,Owner_419,Driver_419,18,1,AB-23-AB-6140,Electric,In Use
420,Owner_420,Driver_420,19,3,AB-79-AB-6693,Petrol,Available
421,Owner_421,Driver_421,12,5,AB-27-AB-5960,Diesel,Under Maintenance
422,Owner_422,Driver_422,3,5,AB-98-AB-6630,Diesel,In Use
423,Owner_423,Driver_423,7,3,AB-57-AB-6493,Diesel,Available
424,Owner_424,Driver_424,11,4,AB-27-AB-5142,Electric,Available
425,Owner_425,Driver_425,17,1,AB-77-AB-4380,Diesel,Under Maintenance
426,Owner_426,Driver_426,16,5,AB-25-AB-1051,Petrol,Under Maintenance
427,Owner_427,Driver_427,19,4,AB-10-AB-9256,Petrol,Under Maintenance
428,Owner_428,Driver_428,10,3,AB-30-AB-1634,Electric,Available
429,Owner_429,Driver_429,11,4,AB-14-AB-7642,Petrol,Under Maintenance
430,Owner_430,Driver_430,4,1,AB-53-AB-2031,Electric,Under Maintenance
431,Owner_431,Driver_431,6,3,AB-54-AB-6576,Electric,In Use
432,Owner_432,Driver_432,15,1,AB-97-AB-9826,Petrol,In Use
433,Owner_433,Driver_433,4,4,AB-29-AB-9364,Diesel,Available
434,Owner_434,Driver_434,10,2,AB-49-AB-8209,Electric,Under Maintenance
435,Owner_435,Driver_435,14,5,AB-39-AB-1476,Diesel,Under Maintenance
436,Owner_436,Driver_436,11,2,AB-19-AB-9780,Electric,Available
437,Owner_437,Driver_437,13,3,AB-45-AB-2203,Petrol,Under Maintenance
438,Owner_438,Driver_438,13,4,AB-74-AB-2370,Diesel,Under Maintenance
439,Owner_439,Driver_439,5,3,AB-95-AB-8952,Electric,Under Maintenance
440,Owner_440,Driver_440,13,1,AB-64-AB-9592,Diesel,Under Maintenance
441,Owner_441,Driver_441,9,2,AB-11-AB-1733,Diesel,Available
442,Owner_442,Driver_442,9,2,AB-25-AB-5980,Diesel,Available
443,Owner_443,Driver_443,4,1,AB-72-AB-9933,Diesel,In Use
444,Owner_444,Driver_444,19,2,AB-95-AB-6318,Petrol,In Use
445,Owner_445,Driver_445,15,1,AB-17-AB-4408,Diesel,Available
446,Owner_446,Driver_446,9,4,AB-33-AB-7923,Petrol,Available
447,Owner_447,Driver_447,5,4,AB-57-AB-4705,Petrol,Under Maintenance
448,Owner_448,Driver_448,2,1,AB-53-AB-5765,Electric,Under Maintenance
449,Owner_449,Driver_449,10,3,AB-53-AB-2024,Diesel,In Use
450,Owner_450,Driver_450,19,3,AB-15-AB-5537,Petrol,Available
451,Owner_451,Driver_451,6,5,AB-23-AB-7181,Electric,Available
452,Owner_452,Driver_452,14,5,AB-96-AB-5162,Diesel,Available
453,Owner_453,Driver_453,12,3,AB-16-AB-6687,Petrol,Under Maintenance
454,Owner_454,Driver_454,17,3,AB-48-AB-7611,Diesel,Available
455,Owner_455,Driver_455,10,5,AB-65-AB-7390,Petrol,Available
456,Owner_456,Driver_456,14,4,AB-50-AB-2920,Diesel,In Use
457,Owner_457,Driver_457,1,3,AB-24-AB-4510,Petrol,Available
458,Owner_458,Driver_458,2,1,AB-89-AB-7757,Diesel,Under Maintenance
459,Owner_459,Driver_459,11,5,AB-96-AB-9041,Electric,Under Maintenance
460,Owner_460,Driver_460,2,2,AB-70-AB-7040,Electric,Under Maintenance
461,Owner_461,Driver_461,19,2,AB-72-AB-4040,Diesel,Under Maintenance
462,Owner_462,Driver_462,13,2,AB-99-AB-2486,Electric,Under Maintenance
463,Owner_463,Driver_463,17,1,AB-28-AB-2002,Electric,Under Maintenance
464,Owner_464,Driver_464,3,3,AB-12-AB-9380,Diesel,In Use
465,Owner_465,Driver_465,13,2,AB-54-AB-4539,Petrol,In Use
466,Owner_466,Driver_466,7,5,AB-54-AB-8055,Electric,In Use
467,Owner_467,Driver_467,12,5,AB-42-AB-8215,Diesel,Under Maintenance
468,Owner_468,Driver_468,4,3,AB-86-AB-5397,Petrol,In Use
469,Owner_469,Driver_469,17,5,AB-36-AB-7761,Electric,Available
470,Owner_470,Driver_470,12,4,AB-14-AB-5567,Petrol,Under Maintenance
471,Owner_471,Driver_471,3,5,AB-85-AB-6326,Diesel,Under Maintenance
472,Owner_472,Driver_472,12,5,AB-66-AB-9375,Electric,Under Maintenance
473,Owner_473,Driver_473,7,1,AB-56-AB-1737,Electric,In Use
474,Owner_474,Driver_474,9,5,AB-32-AB-3330,Electric,In Use
475,Owner_475,Driver_475,14,3,AB-17-AB-6904,Diesel,Available
476,Owner_476,Driver_476,20,3,AB-79-AB-1218,Diesel,Under Maintenance
477,Owner_477,Driver_477,7,3,AB-25-AB-6654,Diesel,Under Maintenance
478,Owner_478,Driver_478,3,3,AB-43-AB-7301,Petrol,Under Maintenance
479,Owner_479,Driver_479,6,1,AB-81-AB-8701,Diesel,Under Maintenance
480,Owner_480,Driver_480,17,1,AB-16-AB-6499,Electric,In Use
481,Owner_481,Driver_481,20,2,AB-40-AB-9668,Petrol,In Use
482,Owner_482,Driver_482,11,5,AB-13-AB-9827,Petrol,In Use
483,Owner_483,Driver_483,14,4,AB-57-AB-1240,Petrol,In Use
484,Owner_484,Driver_484,10,2,AB-47-AB-6512,Diesel,In Use
485,Owner_485,Driver_485,20,4,AB-69-AB-4890,Diesel,Under Maintenance
486,Owner_486,Driver_486,14,3,AB-79-AB-9523,Diesel,In Use
487,Owner_487,Driver_487,17,5,AB-41-AB-4610,Petrol,Under Maintenance
488,Owner_488,Driver_488,14,3,AB-91-AB-8834,Electric,In Use
489,Owner_489,Driver_489,2,1,AB-51-AB-5928,Diesel,Available
490,Owner_490,Driver_490,8,1,AB-72-AB-5981,Electric,In Use
491,Owner_491,Driver_491,14,3,AB-73-AB-5823,Electric,Available
492,Owner_492,Driver_492,1,4,AB-72-AB-6605,Petrol,Under Maintenance
493,Owner_493,Driver_493,11,1,AB-65-AB-9131,Petrol,In Use
494,Owner_494,Driver_494,6,2,AB-56-AB-2925,Diesel,Under Maintenance
495,Owner_495,Driver_495,4,4,AB-33-AB-7536,Electric,In Use
496,Owner_496,Driver_496,13,1,AB-13-AB-1491,Electric,Available
497,Owner_497,Driver_497,5,1,AB-74-AB-1011,Electric,Available
498,Owner_498,Driver_498,6,2,AB-49-AB-3822,Diesel,Available
499,Owner_499,Driver_499,10,4,AB-62-AB-3148,Electric,Under Maintenance
500,Owner_500,Driver_500,14,4,AB-85-AB-2923,Diesel,In Use
501,Owner_501,Driver_501,11,1,AB-34-AB-7603,Electric,In Use
502,Owner_502,Driver_502,17,1,AB-13-AB-2171,Diesel,Under Maintenance
503,Owner_503,Driver_503,6,4,AB-44-AB-9246,Petrol,In Use
504,Owner_504,Driver_504,11,4,AB-15-AB-4807,Electric,Under Maintenance
505,Owner_505,Driver_505,16,2,AB-69-AB-5788,Diesel,In Use
506,Owner_506,Driver_506,4,1,AB-20-AB-1537,Diesel,Under Maintenance
507,Owner_507,Driver_507,3,1,AB-13-AB-1744,Diesel,Under Maintenance
508,Owner_508,Driver_508,14,3,AB-40-AB-9347,Diesel,Available
509,Owner_509,Driver_509,6,5,AB-67-AB-6117,Electric,Under Maintenance
510,Owner_510,Driver_510,15,5,AB-11-AB-3467,Petrol,Under Maintenance
511,Owner_511,Driver_511,20,3,AB-96-AB-3327,Petrol,Available
512,Owner_512,Driver_512,11,4,AB-42-AB-7840,Electric,Available
513,Owner_513,Driver_513,12,5,AB-60-AB-5782,Electric,Available
514,Owner_514,Driver_514,9,1,AB-62-AB-5019,Diesel,Available
515,Owner_515,Driver_515,19,5,AB-28-AB-7475,Diesel,Under Maintenance
516,Owner_516,Driver_516,16,4,AB-75-AB-9130,Diesel,In Use
517,Owner_517,Driver_517,5,5,AB-80-AB-8831,Petrol,In Use
518,Owner_518,Driver_518,20,1,AB-65-AB-6810,Electric,Under Maintenance
519,Owner_519,Driver_519,18,1,AB-17-AB-4507,Petrol,Available
520,Owner_520,Driver_520,10,4,AB-11-AB-4527,Diesel,Available
521,Owner_521,Driver_521,16,3,AB-46-AB-7568,Electric,Available
522,Owner_522,Driver_522,12,3,AB-85-AB-2488,Diesel,In Use
523,Owner_523,Driver_523,8,2,AB-36-AB-3908,Electric,Available
524,Owner_524,Driver_524,15,2,AB-43-AB-4486,Diesel,Available
525,Owner_525,Driver_525,8,1,AB-49-AB-9390,Petrol,Available
526,Owner_526,Driver_526,15,4,AB-72-AB-8331,Electric,Under Maintenance
527,Owner_527,Driver_527,19,4,AB-21-AB-7412,Electric,Under Maintenance
528,Owner_528,Driver_528,3,3,AB-35-AB-3203,Electric,In Use
529,Owner_529,Driver_529,6,3,AB-95-AB-8270,Electric,Available
530,Owner_530,Driver_530,9,5,AB-66-AB-9423,Diesel,Under Maintenance
531,Owner_531,Driver_531,2,1,AB-67-AB-1610,Diesel,Under Maintenance
532,Owner_532,Driver_532,10,2,AB-55-AB-7487,Diesel,Available
533,Owner_533,Driver_533,8,4,AB-87-AB-5609,Electric,Under Maintenance
534,Owner_534,Driver_534,18,5,AB-11-AB-5213,Petrol,Available
535,Owner_535,Driver_535,12,2,AB-19-AB-7831,Diesel,Available
536,Owner_536,Driver_536,20,2,AB-11-AB-2429,Diesel,Under Maintenance
537,Owner_537,Driver_537,4,1,AB-52-AB-1282,Electric,Under Maintenance
538,Owner_538,Driver_538,3,1,AB-19-AB-6714,Petrol,In Use
539,Owner_539,Driver_539,8,4,AB-21-AB-8926,Petrol,Under Maintenance
540,Owner_540,Driver_540,16,2,AB-62-AB-4548,Petrol,In Use
541,Owner_541,Driver_541,14,1,AB-81-AB-3755,Petrol,Under Maintenance
542,Owner_542,Driver_542,10,4,AB-30-AB-7697,Petrol,Available
543,Owner_543,Driver_543,3,1,AB-67-AB-3753,Petrol,In Use
544,Owner_544,Driver_544,10,1,AB-38-AB-6196,Petrol,Available
545,Owner_545,Driver_545,5,3,AB-94-AB-7294,Electric,Under Maintenance
546,Owner_546,Driver_546,12,2,AB-30-AB-2164,Diesel,Available
547,Owner_547,Driver_547,17,5,AB-39-AB-2882,Petrol,Under Maintenance
548,Owner_548,Driver_548,20,2,AB-97-AB-2403,Petrol,In Use
549,Owner_549,Driver_549,15,4,AB-56-AB-9836,Diesel,Under Maintenance
550,Owner_550,Driver_550,13,1,AB-16-AB-1821,Petrol,Under Maintenance
551,Owner_551,Driver_551,14,4,AB-83-AB-7060,Diesel,Available
552,Owner_552,Driver_552,14,3,AB-39-AB-3643,Petrol,Available
553,Owner_553,Driver_553,8,4,AB-97-AB-5709,Electric,Available
554,Owner_554,Driver_554,11,4,AB-70-AB-5499,Electric,Under Maintenance
555,Owner_555,Driver_555,6,5,AB-74-AB-4979,Petrol,In Use
556,Owner_556,Driver_556,18,5,AB-60-AB-5423,Electric,Under Maintenance
557,Owner_557,Driver_557,2,4,AB-92-AB-4854,Diesel,Under Maintenance
558,Owner_558,Driver_558,8,4,AB-11-AB-5486,Petrol,In Use
559,Owner_559,Driver_559,14,3,AB-28-AB-9629,Petrol,In Use
560,Owner_560,Driver_560,3,1,AB-11-AB-1817,Electric,In Use
561,Owner_561,Driver_561,13,2,AB-15-AB-9740,Diesel,In Use
562,Owner_562,Driver_562,8,3,AB-76-AB-5071,Electric,Available
563,Owner_563,Driver_563,4,3,AB-87-AB-8764,Petrol,In Use
564,Owner_564,Driver_564,5,4,AB-63-AB-9187,Electric,Under Maintenance
565,Owner_565,Driver_565,15,4,AB-86-AB-4326,Electric,Available
566,Owner_566,Driver_566,3,1,AB-78-AB-9306,Electric,Under Maintenance
567,Owner_567,Driver_567,17,5,AB-99-AB-2993,Electric,Under Maintenance
568,Owner_568,Driver_568,14,3,AB-48-AB-1372,Petrol,Under Maintenance
569,Owner_569,Driver_569,15,2,AB-33-AB-9296,Diesel,Available
570,Owner_570,Driver_570,14,3,AB-86-AB-2796,Electric,In Use
571,Owner_571,Driver_571,7,1,AB-16-AB-3767,Petrol,Under Maintenance
572,Owner_572,Driver_572,20,2,AB-52-AB-8107,Electric,In Use
573,Owner_573,Driver_573,12,5,AB-33-AB-6547,Diesel,In Use
574,Owner_574,Driver_574,13,1,AB-31-AB-9868,Diesel,In Use
575,Owner_575,Driver_575,14,3,AB-69-AB-1603,Electric,Available
576,Owner_576,Driver_576,13,1,AB-93-AB-3161,Electric,Under Maintenance
577,Owner_577,Driver_577,8,2,AB-24-AB-2497,Diesel,Under Maintenance
578,Owner_578,Driver_578,5,2,AB-18-AB-1257,Electric,Under Maintenance
579,Owner_579,Driver_579,8,3,AB-39-AB-3526,Petrol,Available
580,Owner_580,Driver_580,15,1,AB-53-AB-6337,Petrol,In Use
581,Owner_581,Driver_581,4,1,AB-73-AB-6395,Electric,In Use
582,Owner_582,Driver_582,10,5,AB-64-AB-3562,Diesel,Available
583,Owner_583,Driver_583,18,3,AB-65-AB-9412,Diesel,Under Maintenance
584,Owner_584,Driver_584,9,5,AB-72-AB-7608,Petrol,Available
585,Owner_585,Driver_585,4,5,AB-97-AB-2865,Petrol,Under Maintenance
586,Owner_586,Driver_586,17,4,AB-81-AB-1072,Petrol,Available
587,Owner_587,Driver_587,16,3,AB-32-AB-5597,Electric,In Use
588,Owner_588,Driver_588,6,5,AB-62-AB-5654,Electric,In Use
589,Owner_589,Driver_589,13,3,AB-51-AB-9225,Diesel,Under Maintenance
590,Owner_590,Driver_590,17,5,AB-69-AB-7937,Petrol,Under Maintenance
591,Owner_591,Driver_591,8,1,AB-46-AB-2966,Electric,Under Maintenance
592,Owner_592,Driver_592,10,4,AB-28-AB-8673,Diesel,Under Maintenance
593,Owner_593,Driver_593,7,2,AB-11-AB-5303,Electric,In Use
594,Owner_594,Driver_594,16,3,AB-32-AB-5545,Petrol,Available
595,Owner_595,Driver_595,15,4,AB-33-AB-4876,Electric,In Use
596,Owner_596,Driver_596,2,5,AB-37-AB-9620,Diesel,Available
597,Owner_597,Driver_597,18,2,AB-53-AB-1330,Electric,Available
598,Owner_598,Driver_598,7,4,AB-19-AB-2895,Electric,Under Maintenance
599,Owner_599,Driver_599,4,4,AB-75-AB-5939,Diesel,Under Maintenance
600,Owner_600,Driver_600,1,5,AB-18-AB-7752,Electric,In Use
601,Owner_601,Driver_601,8,5,AB-77-AB-1606,Electric,Under Maintenance
602,Owner_602,Driver_602,9,1,AB-16-AB-8377,Petrol,Under Maintenance
603,Owner_603,Driver_603,11,5,AB-38-AB-1872,Diesel,In Use
604,Owner_604,Driver_604,10,4,AB-76-AB-3270,Petrol,Available
605,Owner_605,Driver_605,18,5,AB-19-AB-6183,Diesel,Available
606,Owner_606,Driver_606,14,4,AB-87-AB-1226,Electric,Available
607,Owner_607,Driver_607,12,3,AB-33-AB-7590,Petrol,Under Maintenance
608,Owner_608,Driver_608,8,2,AB-60-AB-5743,Petrol,Under Maintenance
609,Owner_609,Driver_609,9,5,AB-77-AB-9066,Petrol,Available
610,Owner_610,Driver_610,16,4,AB-81-AB-7953,Diesel,Available
611,Owner_611,Driver_611,7,4,AB-63-AB-8724,Electric,Under Maintenance
612,Owner_612,Driver_612,16,1,AB-87-AB-9216,Petrol,In Use
613,Owner_613,Driver_613,4,2,AB-84-AB-1004,Petrol,Available
614,Owner_614,Driver_614,17,1,AB-73-AB-6776,Diesel,Under Maintenance
615,Owner_615,Driver_615,12,5,AB-91-AB-8819,Petrol,Under Maintenance
616,Owner_616,Driver_616,11,5,AB-58-AB-2743,Petrol,Available
617,Owner_617,Driver_617,2,1,AB-79-AB-1434,Electric,In Use
618,Owner_618,Driver_618,8,2,AB-42-AB-9091,Petrol,Available
619,Owner_619,Driver_619,6,5,AB-78-AB-1799,Petrol,Available
620,Owner_620,Driver_620,14,5,AB-87-AB-6713,Petrol,In Use
621,Owner_621,Driver_621,18,3,AB-86-AB-1332,Diesel,Under Maintenance
622,Owner_622,Driver_622,19,2,AB-12-AB-7741,Petrol,Under Maintenance
623,Owner_623,Driver_623,8,3,AB-74-AB-5705,Electric,Under Maintenance
624,Owner_624,Driver_624,6,1,AB-84-AB-5179,Electric,Available
625,Owner_625,Driver_625,6,1,AB-28-AB-4293,Electric,Available
626,Owner_626,Driver_626,1,3,AB-94-AB-8342,Electric,Under Maintenance
627,Owner_627,Driver_627,6,3,AB-24-AB-1370,Diesel,Available
628,Owner_628,Driver_628,6,2,AB-67-AB-6931,Diesel,Available
629,Owner_629,Driver_629,3,1,AB-66-AB-8193,Petrol,In Use
630,Owner_630,Driver_630,8,3,AB-56-AB-1055,Electric,In Use
631,Owner_631,Driver_631,16,1,AB-21-AB-3026,Petrol,Available
632,Owner_632,Driver_632,11,2,AB-33-AB-5431,Diesel,Available
633,Owner_633,Driver_633,15,1,AB-95-AB-8460,Electric,Under Maintenance
634,Owner_634,Driver_634,11,3,AB-85-AB-8833,Petrol,Available
635,Owner_635,Driver_635,20,1,AB-23-AB-7209,Electric,In Use
636,Owner_636,Driver_636,13,4,AB-79-AB-8197,Electric,Available
637,Owner_637,Driver_637,14,2,AB-90-AB-8907,Electric,In Use
638,Owner_638,Driver_638,8,5,AB-78-AB-5531,Petrol,Available
639,Owner_639,Driver_639,10,4,AB-66-AB-3951,Petrol,In Use
640,Owner_640,Driver_640,1,1,AB-83-AB-9500,Electric,Available
641,Owner_641,Driver_641,13,2,AB-82-AB-7415,Petrol,Available
642,Owner_642,Driver_642,6,1,AB-59-AB-4819,Petrol,Available
643,Owner_643,Driver_643,4,1,AB-35-AB-4211,Petrol,Under Maintenance
644,Owner_644,Driver_644,15,2,AB-52-AB-1387,Electric,In Use
645,Owner_645,Driver_645,1,2,AB-50-AB-3754,Petrol,In Use
646,Owner_646,Driver_646,19,4,AB-55-AB-1119,Diesel,Available
647,Owner_647,Driver_647,9,5,AB-91-AB-3385,Diesel,Under Maintenance
648,Owner_648,Driver_648,13,5,AB-50-AB-6675,Electric,In Use
649,Owner_649,Driver_649,2,4,AB-58-AB-4911,Diesel,Under Maintenance
650,Owner_650,Driver_650,13,4,AB-75-AB-9019,Electric,Available
651,Owner_651,Driver_651,5,3,AB-40-AB-2239,Electric,Available
652,Owner_652,Driver_652,19,3,AB-60-AB-1100,Diesel,Under Maintenance
653,Owner_653,Driver_653,6,3,AB-68-AB-6263,Electric,Available
654,Owner_654,Driver_654,15,2,AB-82-AB-4179,Petrol,In Use
655,Owner_655,Driver_655,17,1,AB-80-AB-1939,Diesel,Available
656,Owner_656,Driver_656,5,2,AB-31-AB-5320,Electric,In Use
657,Owner_657,Driver_657,3,1,AB-89-AB-9098,Electric,Under Maintenance
658,Owner_658,Driver_658,2,5,AB-12-AB-5812,Petrol,In Use
659,Owner_659,Driver_659,10,5,AB-35-AB-6944,Electric,Available
660,Owner_660,Driver_660,1,2,AB-74-AB-1106,Petrol,In Use
661,Owner_661,Driver_661,12,5,AB-33-AB-5832,Diesel,Available
662,Owner_662,Driver_662,13,5,AB-65-AB-1361,Petrol,Under Maintenance
663,Owner_663,Driver_663,9,4,AB-29-AB-6993,Electric,In Use
664,Owner_664,Driver_664,7,1,AB-74-AB-6836,Electric,Under Maintenance
665,Owner_665,Driver_665,1,5,AB-74-AB-8458,Diesel,Available
666,Owner_666,Driver_666,19,2,AB-48-AB-3105,Petrol,Under Maintenance
667,Owner_667,Driver_667,11,2,AB-42-AB-5216,Petrol,Available
668,Owner_668,Driver_668,9,4,AB-21-AB-1712,Electric,In Use
669,Owner_669,Driver_669,3,4,AB-32-AB-2640,Diesel,Under Maintenance
670,Owner_670,Driver_670,20,1,AB-99-AB-1734,Petrol,Available
671,Owner_671,Driver_671,18,4,AB-98-AB-6973,Electric,Under Maintenance
672,Owner_672,Driver_672,12,5,AB-73-AB-2346,Petrol,Under Maintenance
673,Owner_673,Driver_673,8,5,AB-58-AB-3297,Diesel,Under Maintenance
674,Owner_674,Driver_674,8,3,AB-29-AB-6288,Petrol,In Use
675,Owner_675,Driver_675,15,2,AB-51-AB-2883,Petrol,Under Maintenance
676,Owner_676,Driver_676,14,4,AB-58-AB-8931,Petrol,Available
677,Owner_677,Driver_677,6,1,AB-57-AB-9573,Diesel,Available
678,Owner_678,Driver_678,8,4,AB-16-AB-7738,Electric,In Use
679,Owner_679,Driver_679,9,3,AB-65-AB-1596,Petrol,Under Maintenance
680,Owner_680,Driver_680,11,2,AB-79-AB-5438,Diesel,Under Maintenance
681,Owner_681,Driver_681,12,1,AB-19-AB-8875,Petrol,Under Maintenance
682,Owner_682,Driver_682,12,1,AB-82-AB-3702,Diesel,Available
683,Owner_683,Driver_683,9,1,AB-35-AB-3876,Petrol,In Use
684,Owner_684,Driver_684,16,1,AB-57-AB-6462,Petrol,Available
685,Owner_685,Driver_685,18,2,AB-53-AB-4620,Diesel,Available
686,Owner_686,Driver_686,16,2,AB-35-AB-6729,Diesel,Available
687,Owner_687,Driver_687,20,3,AB-40-AB-3534,Diesel,Available
688,Owner_688,Driver_688,9,1,AB-79-AB-2367,Petrol,In Use
689,Owner_689,Driver_689,5,3,AB-45-AB-3857,Electric,In Use
690,Owner_690,Driver_690,4,3,AB-27-AB-5377,Electric,Available
691,Owner_691,Driver_691,5,3,AB-17-AB-7106,Electric,Available
692,Owner_692,Driver_692,3,3,AB-63-AB-4861,Electric,In Use
693,Owner_693,Driver_693,17,3,AB-59-AB-6343,Petrol,In Use
694,Owner_694,Driver_694,3,5,AB-70-AB-1014,Diesel,In Use
695,Owner_695,Driver_695,13,3,AB-44-AB-8252,Petrol,Under Maintenance
696,Owner_696,Driver_696,2,2,AB-97-AB-2112,Electric,In Use
697,Owner_697,Driver_697,4,4,AB-20-AB-9864,Petrol,Under Maintenance
698,Owner_698,Driver_698,13,5,AB-54-AB-7841,Diesel,Under Maintenance
699,Owner_699,Driver_699,9,5,AB-43-AB-8429,Petrol,In Use
700,Owner_700,Driver_700,20,3,AB-75-AB-6357,Diesel,In Use
701,Owner_701,Driver_701,19,1,AB-53-AB-7969,Petrol,Available
702,Owner_702,Driver_702,13,4,AB-42-AB-6797,Electric,Available
703,Owner_703,Driver_703,3,1,AB-23-AB-7271,Petrol,In Use
704,Owner_704,Driver_704,3,3,AB-78-AB-6734,Diesel,Under Maintenance
705,Owner_705,Driver_705,18,2,AB-20-AB-4098,Electric,In Use
706,Owner_706,Driver_706,2,2,AB-13-AB-7510,Electric,In Use
707,Owner_707,Driver_707,1,1,AB-70-AB-7813,Electric,Under Maintenance
708,Owner_708,Driver_708,18,4,AB-81-AB-4549,Petrol,Under Maintenance
709,Owner_709,Driver_709,8,2,AB-28-AB-1304,Electric,In Use
710,Owner_710,Driver_710,18,4,AB-36-AB-7561,Electric,Available
711,Owner_711,Driver_711,2,2,AB-88-AB-2242,Diesel,Under Maintenance
712,Owner_712,Driver_712,7,5,AB-24-AB-9775,Petrol,In Use
713,Owner_713,Driver_713,20,4,AB-91-AB-2120,Petrol,In Use
714,Owner_714,Driver_714,11,2,AB-72-AB-3860,Electric,Available
715,Owner_715,Driver_715,16,5,AB-90-AB-6526,Petrol,Available
716,Owner_716,Driver_716,1,3,AB-58-AB-8175,Electric,Under Maintenance
717,Owner_717,Driver_717,11,3,AB-13-AB-1536,Diesel,In Use
718,Owner_718,Driver_718,10,4,AB-22-AB-5873,Diesel,Available
