id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
324,"[1, 2, 3, 4, 5]","[100, 51, 88, 37, 60]",336,324,2,8
325,"[1, 2, 3, 4, 5]","[27, 74, 97, 37, 76]",311,325,2,8
326,"[1, 2, 3, 4, 5]","[52, 55, 29, 91, 18]",245,326,2,8
327,"[1, 2, 3, 4, 5]","[24, 13, 56, 87, 96]",276,327,2,8
328,"[1, 2, 3, 4, 5]","[29, 86, 45, 63, 40]",263,328,2,8
329,"[1, 2, 3, 4, 5]","[99, 29, 55, 90, 22]",295,329,2,8
330,"[1, 2, 3, 4, 5]","[100, 91, 23, 87, 36]",337,330,2,8
331,"[1, 2, 3, 4, 5]","[76, 92, 87, 89, 36]",380,331,2,9
332,"[1, 2, 3, 4, 5]","[64, 64, 63, 22, 37]",250,332,2,9
333,"[1, 2, 3, 4, 5]","[87, 43, 27, 53, 76]",286,333,2,9
334,"[1, 2, 3, 4, 5]","[56, 77, 34, 93, 15]",275,334,2,9
335,"[1, 2, 3, 4, 5]","[43, 62, 38, 10, 27]",180,335,2,9
336,"[1, 2, 3, 4, 5]","[63, 78, 96, 48, 31]",316,336,2,9
337,"[1, 2, 3, 4, 5]","[64, 22, 95, 70, 72]",323,337,2,9
338,"[1, 2, 3, 4, 5]","[42, 99, 26, 47, 63]",277,338,2,9
339,"[1, 2, 3, 4, 5]","[75, 48, 76, 36, 46]",281,339,2,9
340,"[1, 2, 3, 4, 5]","[67, 38, 91, 78, 96]",370,340,2,9
341,"[1, 2, 3, 4, 5]","[59, 49, 91, 15, 74]",288,341,2,10
342,"[1, 2, 3, 4, 5]","[44, 82, 53, 37, 99]",315,342,2,10
343,"[1, 2, 3, 4, 5]","[91, 49, 18, 42, 67]",267,343,2,10
344,"[1, 2, 3, 4, 5]","[57, 26, 15, 99, 65]",262,344,2,10
345,"[1, 2, 3, 4, 5]","[93, 19, 54, 34, 10]",210,345,2,10
346,"[1, 2, 3, 4, 5]","[71, 100, 100, 38, 15]",324,346,2,10
347,"[1, 2, 3, 4, 5]","[24, 80, 69, 79, 37]",289,347,2,10
348,"[1, 2, 3, 4, 5]","[12, 70, 98, 33, 48]",261,348,2,10
349,"[1, 2, 3, 4, 5]","[99, 24, 37, 28, 60]",248,349,2,10
350,"[1, 2, 3, 4, 5]","[83, 98, 23, 94, 40]",338,350,2,10
351,"[1, 2, 3, 4, 5]","[57, 52, 81, 61, 61]",312,351,2,11
352,"[1, 2, 3, 4, 5]","[67, 77, 61, 44, 37]",286,352,2,11
353,"[1, 2, 3, 4, 5]","[15, 21, 22, 61, 92]",211,353,2,11
354,"[1, 2, 3, 4, 5]","[100, 55, 63, 51, 85]",354,354,2,11
355,"[1, 2, 3, 4, 5]","[95, 57, 27, 93, 62]",334,355,2,11
356,"[1, 2, 3, 4, 5]","[68, 27, 12, 29, 26]",162,356,2,11
357,"[1, 2, 3, 4, 5]","[33, 11, 97, 39, 24]",204,357,2,11
358,"[1, 2, 3, 4, 5]","[53, 87, 58, 45, 61]",304,358,2,11
359,"[1, 2, 3, 4, 5]","[51, 78, 99, 93, 76]",397,359,2,11
360,"[1, 2, 3, 4, 5]","[88, 39, 34, 34, 46]",241,360,2,11
361,"[1, 2, 3, 4, 5]","[66, 50, 40, 23, 48]",227,361,2,12
362,"[1, 2, 3, 4, 5]","[50, 11, 80, 18, 77]",236,362,2,12
363,"[1, 2, 3, 4, 5]","[36, 61, 86, 76, 74]",333,363,2,12
364,"[1, 2, 3, 4, 5]","[94, 80, 36, 64, 77]",351,364,2,12
365,"[1, 2, 3, 4, 5]","[61, 28, 57, 29, 77]",252,365,2,12
366,"[1, 2, 3, 4, 5]","[10, 32, 13, 37, 18]",110,366,2,12
367,"[1, 2, 3, 4, 5]","[33, 22, 30, 21, 41]",147,367,2,12
368,"[1, 2, 3, 4, 5]","[87, 73, 63, 77, 32]",332,368,2,12
369,"[1, 2, 3, 4, 5]","[13, 97, 80, 51, 31]",272,369,2,12
370,"[1, 2, 3, 4, 5]","[10, 16, 35, 50, 31]",142,370,2,12
371,"[1, 2, 3, 4, 5]","[24, 65, 87, 39, 69]",284,371,2,13
372,"[1, 2, 3, 4, 5]","[85, 25, 74, 89, 61]",334,372,2,13
373,"[1, 2, 3, 4, 5]","[50, 33, 14, 96, 67]",260,373,2,13
374,"[1, 2, 3, 4, 5]","[52, 76, 32, 97, 97]",354,374,2,13
375,"[1, 2, 3, 4, 5]","[80, 85, 53, 25, 93]",336,375,2,13
376,"[1, 2, 3, 4, 5]","[30, 82, 70, 65, 81]",328,376,2,13
377,"[1, 2, 3, 4, 5]","[67, 59, 85, 61, 33]",305,377,2,13
378,"[1, 2, 3, 4, 5]","[63, 18, 27, 52, 10]",170,378,2,13
379,"[1, 2, 3, 4, 5]","[17, 55, 98, 98, 41]",309,379,2,13
380,"[1, 2, 3, 4, 5]","[69, 78, 10, 67, 40]",264,380,2,13
381,"[1, 2, 3, 4, 5]","[33, 34, 62, 99, 11]",239,381,2,14
382,"[1, 2, 3, 4, 5]","[49, 78, 36, 61, 82]",306,382,2,14
383,"[1, 2, 3, 4, 5]","[58, 18, 58, 16, 96]",246,383,2,14
384,"[1, 2, 3, 4, 5]","[16, 40, 16, 67, 92]",231,384,2,14
385,"[1, 2, 3, 4, 5]","[82, 46, 22, 46, 25]",221,385,2,14
386,"[1, 2, 3, 4, 5]","[80, 37, 35, 92, 43]",287,386,2,14
387,"[1, 2, 3, 4, 5]","[66, 34, 75, 47, 16]",238,387,2,14
388,"[1, 2, 3, 4, 5]","[29, 19, 70, 16, 24]",158,388,2,14
389,"[1, 2, 3, 4, 5]","[39, 71, 72, 46, 92]",320,389,2,14
390,"[1, 2, 3, 4, 5]","[78, 75, 48, 48, 16]",265,390,2,14
391,"[1, 2, 3, 4, 5]","[15, 11, 99, 61, 22]",208,391,2,15
392,"[1, 2, 3, 4, 5]","[78, 52, 28, 58, 67]",283,392,2,15
393,"[1, 2, 3, 4, 5]","[63, 28, 68, 52, 94]",305,393,2,15
394,"[1, 2, 3, 4, 5]","[58, 60, 49, 39, 60]",266,394,2,15
395,"[1, 2, 3, 4, 5]","[13, 46, 88, 36, 56]",239,395,2,15
396,"[1, 2, 3, 4, 5]","[47, 58, 27, 38, 98]",268,396,2,15
397,"[1, 2, 3, 4, 5]","[89, 16, 30, 34, 91]",260,397,2,15
398,"[1, 2, 3, 4, 5]","[49, 75, 95, 32, 84]",335,398,2,15
399,"[1, 2, 3, 4, 5]","[80, 48, 71, 48, 80]",327,399,2,15
400,"[1, 2, 3, 4, 5]","[13, 17, 65, 75, 66]",236,400,2,15
401,"[1, 2, 3, 4, 5]","[25, 16, 85, 39, 80]",245,401,2,16
402,"[1, 2, 3, 4, 5]","[82, 43, 37, 13, 72]",247,402,2,16
403,"[1, 2, 3, 4, 5]","[41, 10, 62, 66, 70]",249,403,2,16
404,"[1, 2, 3, 4, 5]","[86, 95, 53, 93, 39]",366,404,2,16
405,"[1, 2, 3, 4, 5]","[84, 47, 22, 39, 81]",273,405,2,16
406,"[1, 2, 3, 4, 5]","[31, 88, 18, 37, 76]",250,406,2,16
407,"[1, 2, 3, 4, 5]","[91, 27, 100, 86, 39]",343,407,2,16
408,"[1, 2, 3, 4, 5]","[54, 29, 34, 81, 41]",239,408,2,16
409,"[1, 2, 3, 4, 5]","[99, 71, 73, 70, 86]",399,409,2,16
410,"[1, 2, 3, 4, 5]","[52, 37, 76, 33, 55]",253,410,2,16
411,"[1, 2, 3, 4, 5]","[90, 45, 33, 19, 12]",199,411,2,17
412,"[1, 2, 3, 4, 5]","[93, 20, 55, 69, 100]",337,412,2,17
413,"[1, 2, 3, 4, 5]","[60, 83, 95, 72, 16]",326,413,2,17
414,"[1, 2, 3, 4, 5]","[79, 26, 37, 32, 67]",241,414,2,17
415,"[1, 2, 3, 4, 5]","[82, 93, 17, 21, 13]",226,415,2,17
416,"[1, 2, 3, 4, 5]","[40, 28, 59, 10, 61]",198,416,2,17
417,"[1, 2, 3, 4, 5]","[54, 96, 30, 51, 71]",302,417,2,17
418,"[1, 2, 3, 4, 5]","[60, 100, 70, 65, 33]",328,418,2,17
419,"[1, 2, 3, 4, 5]","[72, 95, 90, 50, 46]",353,419,2,17
420,"[1, 2, 3, 4, 5]","[100, 34, 33, 68, 86]",321,420,2,17
421,"[1, 2, 3, 4, 5]","[47, 48, 82, 36, 72]",285,421,2,18
422,"[1, 2, 3, 4, 5]","[33, 69, 61, 65, 62]",290,422,2,18
423,"[1, 2, 3, 4, 5]","[67, 56, 32, 64, 39]",258,423,2,18
424,"[1, 2, 3, 4, 5]","[46, 48, 48, 87, 40]",269,424,2,18
425,"[1, 2, 3, 4, 5]","[12, 31, 37, 48, 78]",206,425,2,18
426,"[1, 2, 3, 4, 5]","[13, 85, 23, 28, 80]",229,426,2,18
427,"[1, 2, 3, 4, 5]","[91, 45, 77, 20, 19]",252,427,2,18
428,"[1, 2, 3, 4, 5]","[69, 85, 93, 40, 100]",387,428,2,18
429,"[1, 2, 3, 4, 5]","[77, 17, 82, 41, 12]",229,429,2,18
430,"[1, 2, 3, 4, 5]","[30, 38, 30, 63, 97]",258,430,2,18
431,"[1, 2, 3, 4, 5]","[77, 97, 88, 53, 43]",358,431,2,19
432,"[1, 2, 3, 4, 5]","[51, 81, 49, 31, 95]",307,432,2,19
433,"[1, 2, 3, 4, 5]","[61, 45, 14, 71, 72]",263,433,2,19
434,"[1, 2, 3, 4, 5]","[39, 20, 65, 36, 84]",244,434,2,19
435,"[1, 2, 3, 4, 5]","[17, 42, 59, 79, 87]",284,435,2,19
436,"[1, 2, 3, 4, 5]","[64, 74, 35, 26, 68]",267,436,2,19
437,"[1, 2, 3, 4, 5]","[58, 56, 72, 88, 81]",355,437,2,19
438,"[1, 2, 3, 4, 5]","[68, 27, 23, 81, 13]",212,438,2,19
439,"[1, 2, 3, 4, 5]","[78, 90, 53, 79, 40]",340,439,2,19
440,"[1, 2, 3, 4, 5]","[25, 36, 26, 98, 85]",270,440,2,19
441,"[1, 2, 3, 4, 5]","[22, 70, 85, 53, 43]",273,441,2,20
442,"[1, 2, 3, 4, 5]","[79, 79, 62, 15, 75]",310,442,2,20
443,"[1, 2, 3, 4, 5]","[99, 64, 87, 81, 99]",430,443,2,20
444,"[1, 2, 3, 4, 5]","[38, 72, 71, 34, 64]",279,444,2,20
445,"[1, 2, 3, 4, 5]","[94, 50, 82, 66, 87]",379,445,2,20
446,"[1, 2, 3, 4, 5]","[52, 96, 72, 36, 43]",299,446,2,20
447,"[1, 2, 3, 4, 5]","[94, 71, 31, 93, 59]",348,447,2,20
448,"[1, 2, 3, 4, 5]","[60, 50, 17, 61, 72]",260,448,2,20
449,"[1, 2, 3, 4, 5]","[41, 92, 17, 48, 27]",225,449,2,20
450,"[1, 2, 3, 4, 5]","[20, 33, 31, 57, 41]",182,450,2,20
451,"[1, 2, 3, 4, 5]","[41, 58, 81, 46, 87]",313,451,2,21
452,"[1, 2, 3, 4, 5]","[74, 49, 96, 80, 90]",389,452,2,21
453,"[1, 2, 3, 4, 5]","[18, 44, 43, 66, 100]",271,453,2,21
454,"[1, 2, 3, 4, 5]","[77, 100, 21, 78, 22]",298,454,2,21
455,"[1, 2, 3, 4, 5]","[77, 61, 87, 15, 39]",279,455,2,21
456,"[1, 2, 3, 4, 5]","[15, 68, 98, 71, 19]",271,456,2,21
457,"[1, 2, 3, 4, 5]","[54, 88, 78, 10, 45]",275,457,2,21
458,"[1, 2, 3, 4, 5]","[87, 39, 48, 35, 79]",288,458,2,21
459,"[1, 2, 3, 4, 5]","[85, 94, 70, 65, 53]",367,459,2,21
460,"[1, 2, 3, 4, 5]","[56, 44, 90, 10, 44]",244,460,2,21
461,"[1, 2, 3, 4, 5]","[94, 52, 86, 28, 11]",271,461,2,22
462,"[1, 2, 3, 4, 5]","[89, 26, 94, 98, 10]",317,462,2,22
463,"[1, 2, 3, 4, 5]","[15, 95, 26, 82, 36]",254,463,2,22
464,"[1, 2, 3, 4, 5]","[94, 31, 80, 98, 84]",387,464,2,22
465,"[1, 2, 3, 4, 5]","[65, 66, 31, 46, 52]",260,465,2,22
466,"[1, 2, 3, 4, 5]","[47, 99, 44, 93, 25]",308,466,2,22
467,"[1, 2, 3, 4, 5]","[64, 61, 83, 80, 67]",355,467,2,22
468,"[1, 2, 3, 4, 5]","[91, 35, 76, 83, 12]",297,468,2,22
469,"[1, 2, 3, 4, 5]","[64, 72, 95, 91, 31]",353,469,2,22
470,"[1, 2, 3, 4, 5]","[80, 58, 58, 77, 100]",373,470,2,22
471,"[1, 2, 3, 4, 5]","[50, 97, 98, 45, 53]",343,471,2,23
472,"[1, 2, 3, 4, 5]","[97, 61, 61, 35, 86]",340,472,2,23
473,"[1, 2, 3, 4, 5]","[42, 46, 85, 32, 53]",258,473,2,23
474,"[1, 2, 3, 4, 5]","[73, 61, 74, 45, 29]",282,474,2,23
475,"[1, 2, 3, 4, 5]","[20, 46, 52, 66, 25]",209,475,2,23
476,"[1, 2, 3, 4, 5]","[23, 79, 70, 68, 43]",283,476,2,23
477,"[1, 2, 3, 4, 5]","[32, 18, 44, 88, 78]",260,477,2,23
478,"[1, 2, 3, 4, 5]","[51, 89, 63, 21, 12]",236,478,2,23
479,"[1, 2, 3, 4, 5]","[30, 45, 27, 62, 14]",178,479,2,23
480,"[1, 2, 3, 4, 5]","[19, 24, 31, 21, 47]",142,480,2,23
481,"[1, 2, 3, 4, 5]","[52, 34, 85, 52, 20]",243,481,2,24
482,"[1, 2, 3, 4, 5]","[56, 69, 60, 65, 24]",274,482,2,24
483,"[1, 2, 3, 4, 5]","[83, 41, 55, 85, 26]",290,483,2,24
484,"[1, 2, 3, 4, 5]","[30, 76, 13, 49, 17]",185,484,2,24
485,"[1, 2, 3, 4, 5]","[19, 42, 72, 91, 70]",294,485,2,24
486,"[1, 2, 3, 4, 5]","[100, 86, 51, 34, 51]",322,486,2,24
487,"[1, 2, 3, 4, 5]","[44, 63, 18, 58, 28]",211,487,2,24
488,"[1, 2, 3, 4, 5]","[40, 38, 66, 26, 23]",193,488,2,24
489,"[1, 2, 3, 4, 5]","[65, 93, 26, 69, 96]",349,489,2,24
490,"[1, 2, 3, 4, 5]","[36, 77, 78, 81, 26]",298,490,2,24
491,"[1, 2, 3, 4, 5]","[60, 62, 19, 14, 15]",170,491,2,25
492,"[1, 2, 3, 4, 5]","[50, 25, 82, 25, 76]",258,492,2,25
493,"[1, 2, 3, 4, 5]","[68, 62, 55, 49, 31]",265,493,2,25
494,"[1, 2, 3, 4, 5]","[16, 87, 63, 14, 69]",249,494,2,25
495,"[1, 2, 3, 4, 5]","[53, 85, 19, 91, 73]",321,495,2,25
496,"[1, 2, 3, 4, 5]","[52, 98, 33, 84, 20]",287,496,2,25
497,"[1, 2, 3, 4, 5]","[56, 30, 76, 63, 40]",265,497,2,25
498,"[1, 2, 3, 4, 5]","[29, 36, 11, 21, 52]",149,498,2,25
499,"[1, 2, 3, 4, 5]","[38, 85, 27, 98, 72]",320,499,2,25
500,"[1, 2, 3, 4, 5]","[79, 52, 68, 58, 10]",267,500,2,25
501,"[1, 2, 3, 4, 5]","[32, 92, 41, 64, 88]",317,501,3,1
502,"[1, 2, 3, 4, 5]","[69, 93, 17, 90, 35]",304,502,3,1
503,"[1, 2, 3, 4, 5]","[20, 76, 64, 93, 54]",307,503,3,1
504,"[1, 2, 3, 4, 5]","[32, 46, 20, 30, 84]",212,504,3,1
505,"[1, 2, 3, 4, 5]","[84, 54, 94, 89, 12]",333,505,3,1
506,"[1, 2, 3, 4, 5]","[76, 95, 45, 99, 13]",328,506,3,1
507,"[1, 2, 3, 4, 5]","[100, 38, 38, 54, 92]",322,507,3,1
508,"[1, 2, 3, 4, 5]","[94, 37, 38, 50, 30]",249,508,3,1
509,"[1, 2, 3, 4, 5]","[61, 56, 34, 17, 49]",217,509,3,1
510,"[1, 2, 3, 4, 5]","[91, 27, 28, 60, 18]",224,510,3,1
511,"[1, 2, 3, 4, 5]","[72, 65, 52, 97, 75]",361,511,3,2
512,"[1, 2, 3, 4, 5]","[92, 66, 54, 56, 45]",313,512,3,2
513,"[1, 2, 3, 4, 5]","[42, 38, 74, 15, 89]",258,513,3,2
514,"[1, 2, 3, 4, 5]","[29, 82, 52, 94, 84]",341,514,3,2
515,"[1, 2, 3, 4, 5]","[15, 78, 46, 20, 66]",225,515,3,2
516,"[1, 2, 3, 4, 5]","[51, 64, 34, 71, 44]",264,516,3,2
517,"[1, 2, 3, 4, 5]","[52, 32, 34, 19, 12]",149,517,3,2
518,"[1, 2, 3, 4, 5]","[99, 55, 57, 31, 56]",298,518,3,2
519,"[1, 2, 3, 4, 5]","[37, 21, 46, 40, 31]",175,519,3,2
520,"[1, 2, 3, 4, 5]","[73, 13, 75, 12, 74]",247,520,3,2
521,"[1, 2, 3, 4, 5]","[53, 72, 14, 77, 38]",254,521,3,3
522,"[1, 2, 3, 4, 5]","[95, 64, 63, 33, 61]",316,522,3,3
523,"[1, 2, 3, 4, 5]","[86, 20, 22, 100, 94]",322,523,3,3
524,"[1, 2, 3, 4, 5]","[34, 98, 42, 52, 34]",260,524,3,3
525,"[1, 2, 3, 4, 5]","[32, 63, 34, 45, 87]",261,525,3,3
526,"[1, 2, 3, 4, 5]","[97, 86, 83, 54, 26]",346,526,3,3
527,"[1, 2, 3, 4, 5]","[71, 61, 33, 26, 45]",236,527,3,3
528,"[1, 2, 3, 4, 5]","[88, 62, 30, 67, 24]",271,528,3,3
529,"[1, 2, 3, 4, 5]","[66, 99, 79, 78, 56]",378,529,3,3
530,"[1, 2, 3, 4, 5]","[78, 81, 34, 52, 79]",324,530,3,3
531,"[1, 2, 3, 4, 5]","[24, 73, 73, 63, 85]",318,531,3,4
532,"[1, 2, 3, 4, 5]","[31, 79, 75, 67, 88]",340,532,3,4
533,"[1, 2, 3, 4, 5]","[11, 64, 34, 27, 94]",230,533,3,4
534,"[1, 2, 3, 4, 5]","[75, 93, 35, 19, 50]",272,534,3,4
535,"[1, 2, 3, 4, 5]","[62, 75, 20, 80, 19]",256,535,3,4
536,"[1, 2, 3, 4, 5]","[15, 32, 39, 52, 43]",181,536,3,4
537,"[1, 2, 3, 4, 5]","[83, 11, 10, 59, 87]",250,537,3,4
538,"[1, 2, 3, 4, 5]","[11, 76, 90, 41, 56]",274,538,3,4
539,"[1, 2, 3, 4, 5]","[70, 44, 44, 66, 94]",318,539,3,4
540,"[1, 2, 3, 4, 5]","[100, 92, 52, 14, 13]",271,540,3,4
541,"[1, 2, 3, 4, 5]","[46, 47, 75, 71, 48]",287,541,3,5
542,"[1, 2, 3, 4, 5]","[30, 32, 75, 72, 79]",288,542,3,5
543,"[1, 2, 3, 4, 5]","[55, 38, 100, 78, 55]",326,543,3,5
544,"[1, 2, 3, 4, 5]","[79, 61, 28, 73, 51]",292,544,3,5
545,"[1, 2, 3, 4, 5]","[65, 45, 23, 28, 45]",206,545,3,5
546,"[1, 2, 3, 4, 5]","[36, 55, 27, 37, 91]",246,546,3,5
547,"[1, 2, 3, 4, 5]","[29, 79, 55, 83, 23]",269,547,3,5
548,"[1, 2, 3, 4, 5]","[59, 31, 46, 37, 61]",234,548,3,5
549,"[1, 2, 3, 4, 5]","[56, 76, 19, 83, 12]",246,549,3,5
550,"[1, 2, 3, 4, 5]","[32, 95, 50, 49, 68]",294,550,3,5
551,"[1, 2, 3, 4, 5]","[61, 79, 71, 68, 67]",346,551,3,6
552,"[1, 2, 3, 4, 5]","[57, 46, 28, 73, 21]",225,552,3,6
553,"[1, 2, 3, 4, 5]","[67, 75, 79, 75, 21]",317,553,3,6
554,"[1, 2, 3, 4, 5]","[25, 25, 75, 39, 78]",242,554,3,6
555,"[1, 2, 3, 4, 5]","[84, 91, 22, 94, 87]",378,555,3,6
556,"[1, 2, 3, 4, 5]","[77, 92, 49, 97, 49]",364,556,3,6
557,"[1, 2, 3, 4, 5]","[79, 11, 83, 59, 92]",324,557,3,6
558,"[1, 2, 3, 4, 5]","[49, 99, 31, 51, 58]",288,558,3,6
559,"[1, 2, 3, 4, 5]","[82, 43, 18, 46, 27]",216,559,3,6
560,"[1, 2, 3, 4, 5]","[30, 17, 54, 98, 20]",219,560,3,6
561,"[1, 2, 3, 4, 5]","[84, 74, 92, 35, 55]",340,561,3,7
562,"[1, 2, 3, 4, 5]","[99, 84, 97, 58, 34]",372,562,3,7
563,"[1, 2, 3, 4, 5]","[88, 64, 65, 56, 10]",283,563,3,7
564,"[1, 2, 3, 4, 5]","[61, 56, 77, 15, 15]",224,564,3,7
565,"[1, 2, 3, 4, 5]","[23, 68, 57, 95, 81]",324,565,3,7
566,"[1, 2, 3, 4, 5]","[79, 91, 55, 63, 81]",369,566,3,7
567,"[1, 2, 3, 4, 5]","[66, 62, 45, 79, 55]",307,567,3,7
568,"[1, 2, 3, 4, 5]","[11, 38, 20, 52, 89]",210,568,3,7
569,"[1, 2, 3, 4, 5]","[77, 95, 40, 65, 57]",334,569,3,7
570,"[1, 2, 3, 4, 5]","[23, 65, 56, 35, 67]",246,570,3,7
571,"[1, 2, 3, 4, 5]","[20, 36, 43, 26, 53]",178,571,3,8
572,"[1, 2, 3, 4, 5]","[29, 16, 70, 97, 19]",231,572,3,8
573,"[1, 2, 3, 4, 5]","[80, 97, 41, 59, 28]",305,573,3,8
574,"[1, 2, 3, 4, 5]","[83, 86, 53, 73, 20]",315,574,3,8
575,"[1, 2, 3, 4, 5]","[83, 77, 12, 70, 23]",265,575,3,8
576,"[1, 2, 3, 4, 5]","[42, 69, 14, 50, 10]",185,576,3,8
577,"[1, 2, 3, 4, 5]","[52, 67, 71, 16, 67]",273,577,3,8
578,"[1, 2, 3, 4, 5]","[23, 11, 28, 89, 79]",230,578,3,8
579,"[1, 2, 3, 4, 5]","[38, 61, 95, 98, 81]",373,579,3,8
580,"[1, 2, 3, 4, 5]","[79, 39, 80, 31, 43]",272,580,3,8
581,"[1, 2, 3, 4, 5]","[51, 17, 71, 33, 50]",222,581,3,9
582,"[1, 2, 3, 4, 5]","[18, 74, 41, 19, 41]",193,582,3,9
583,"[1, 2, 3, 4, 5]","[59, 61, 68, 99, 62]",349,583,3,9
584,"[1, 2, 3, 4, 5]","[59, 27, 58, 97, 57]",298,584,3,9
585,"[1, 2, 3, 4, 5]","[50, 54, 60, 90, 84]",338,585,3,9
586,"[1, 2, 3, 4, 5]","[41, 27, 93, 32, 85]",278,586,3,9
587,"[1, 2, 3, 4, 5]","[28, 14, 59, 11, 92]",204,587,3,9
588,"[1, 2, 3, 4, 5]","[80, 53, 39, 36, 16]",224,588,3,9
589,"[1, 2, 3, 4, 5]","[92, 51, 87, 18, 24]",272,589,3,9
590,"[1, 2, 3, 4, 5]","[79, 26, 43, 49, 80]",277,590,3,9
591,"[1, 2, 3, 4, 5]","[26, 92, 52, 79, 67]",316,591,3,10
592,"[1, 2, 3, 4, 5]","[22, 84, 51, 20, 17]",194,592,3,10
593,"[1, 2, 3, 4, 5]","[22, 16, 50, 30, 94]",212,593,3,10
594,"[1, 2, 3, 4, 5]","[80, 85, 50, 81, 97]",393,594,3,10
595,"[1, 2, 3, 4, 5]","[72, 45, 62, 97, 82]",358,595,3,10
596,"[1, 2, 3, 4, 5]","[26, 59, 97, 49, 17]",248,596,3,10
597,"[1, 2, 3, 4, 5]","[70, 22, 96, 51, 36]",275,597,3,10
598,"[1, 2, 3, 4, 5]","[52, 71, 35, 57, 66]",281,598,3,10
599,"[1, 2, 3, 4, 5]","[89, 87, 26, 100, 15]",317,599,3,10
600,"[1, 2, 3, 4, 5]","[25, 90, 61, 70, 14]",260,600,3,10
601,"[1, 2, 3, 4, 5]","[83, 82, 11, 52, 44]",272,601,3,11
602,"[1, 2, 3, 4, 5]","[57, 44, 52, 24, 29]",206,602,3,11
603,"[1, 2, 3, 4, 5]","[81, 64, 60, 64, 20]",289,603,3,11
604,"[1, 2, 3, 4, 5]","[21, 97, 30, 14, 41]",203,604,3,11
605,"[1, 2, 3, 4, 5]","[69, 34, 83, 55, 17]",258,605,3,11
606,"[1, 2, 3, 4, 5]","[61, 38, 58, 88, 82]",327,606,3,11
607,"[1, 2, 3, 4, 5]","[22, 10, 76, 16, 33]",157,607,3,11
608,"[1, 2, 3, 4, 5]","[55, 89, 66, 56, 70]",336,608,3,11
609,"[1, 2, 3, 4, 5]","[59, 38, 54, 47, 11]",209,609,3,11
610,"[1, 2, 3, 4, 5]","[52, 36, 60, 48, 33]",229,610,3,11
611,"[1, 2, 3, 4, 5]","[29, 100, 65, 49, 40]",283,611,3,12
612,"[1, 2, 3, 4, 5]","[17, 83, 13, 73, 16]",202,612,3,12
613,"[1, 2, 3, 4, 5]","[53, 92, 37, 60, 41]",283,613,3,12
614,"[1, 2, 3, 4, 5]","[74, 53, 94, 27, 75]",323,614,3,12
615,"[1, 2, 3, 4, 5]","[41, 94, 42, 91, 46]",314,615,3,12
616,"[1, 2, 3, 4, 5]","[29, 84, 14, 65, 92]",284,616,3,12
617,"[1, 2, 3, 4, 5]","[79, 38, 23, 40, 82]",262,617,3,12
618,"[1, 2, 3, 4, 5]","[24, 74, 30, 51, 55]",234,618,3,12
619,"[1, 2, 3, 4, 5]","[36, 87, 26, 49, 75]",273,619,3,12
620,"[1, 2, 3, 4, 5]","[38, 67, 59, 19, 86]",269,620,3,12
621,"[1, 2, 3, 4, 5]","[33, 48, 11, 75, 93]",260,621,3,13
622,"[1, 2, 3, 4, 5]","[30, 69, 98, 70, 91]",358,622,3,13
623,"[1, 2, 3, 4, 5]","[77, 88, 87, 12, 71]",335,623,3,13
624,"[1, 2, 3, 4, 5]","[11, 15, 58, 61, 46]",191,624,3,13
625,"[1, 2, 3, 4, 5]","[72, 61, 84, 96, 13]",326,625,3,13
626,"[1, 2, 3, 4, 5]","[76, 15, 29, 87, 100]",307,626,3,13
627,"[1, 2, 3, 4, 5]","[60, 97, 11, 39, 37]",244,627,3,13
628,"[1, 2, 3, 4, 5]","[98, 11, 46, 96, 57]",308,628,3,13
629,"[1, 2, 3, 4, 5]","[16, 24, 88, 55, 77]",260,629,3,13
630,"[1, 2, 3, 4, 5]","[39, 67, 85, 27, 91]",309,630,3,13
631,"[1, 2, 3, 4, 5]","[81, 99, 19, 14, 60]",273,631,3,14
632,"[1, 2, 3, 4, 5]","[55, 24, 86, 97, 41]",303,632,3,14
633,"[1, 2, 3, 4, 5]","[16, 16, 91, 54, 11]",188,633,3,14
634,"[1, 2, 3, 4, 5]","[58, 55, 23, 65, 18]",219,634,3,14
635,"[1, 2, 3, 4, 5]","[72, 93, 43, 90, 87]",385,635,3,14
636,"[1, 2, 3, 4, 5]","[82, 49, 26, 13, 13]",183,636,3,14
637,"[1, 2, 3, 4, 5]","[14, 39, 43, 33, 17]",146,637,3,14
638,"[1, 2, 3, 4, 5]","[28, 64, 58, 68, 18]",236,638,3,14
639,"[1, 2, 3, 4, 5]","[30, 60, 50, 21, 75]",236,639,3,14
640,"[1, 2, 3, 4, 5]","[11, 88, 61, 58, 58]",276,640,3,14
641,"[1, 2, 3, 4, 5]","[93, 21, 11, 62, 32]",219,641,3,15
642,"[1, 2, 3, 4, 5]","[21, 75, 94, 61, 42]",293,642,3,15
643,"[1, 2, 3, 4, 5]","[50, 67, 39, 70, 27]",253,643,3,15
644,"[1, 2, 3, 4, 5]","[97, 76, 62, 67, 31]",333,644,3,15
645,"[1, 2, 3, 4, 5]","[63, 72, 27, 46, 34]",242,645,3,15
646,"[1, 2, 3, 4, 5]","[59, 12, 47, 22, 22]",162,646,3,15
647,"[1, 2, 3, 4, 5]","[22, 100, 92, 31, 26]",271,647,3,15
