,store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,inventory_capacity
203,24,3,11,27.920516435629683,78.01283478387738,store24@aligarh.com,9242607632,2024-09-26 09:00:00,2024-09-26 21:00:00,1776
204,25,3,11,27.872739410557628,78.08297689302263,store25@aligarh.com,9536019463,2024-09-26 09:00:00,2024-09-26 21:00:00,1648
205,26,3,11,27.9182947086188,77.99970099910145,store26@aligarh.com,9436007548,2024-09-26 09:00:00,2024-09-26 21:00:00,3735
206,27,3,11,27.857927109362674,78.04879014285609,store27@aligarh.com,9740094864,2024-09-26 09:00:00,2024-09-26 21:00:00,2241
207,28,3,11,27.870139150032497,78.14374484420509,store28@aligarh.com,9764897572,2024-09-26 09:00:00,2024-09-26 21:00:00,3325
208,29,3,11,27.805164733985855,78.08686031089132,store29@aligarh.com,9160917565,2024-09-26 09:00:00,2024-09-26 21:00:00,3827
209,30,3,11,27.792479420926718,78.0923727155708,store30@aligarh.com,9548301126,2024-09-26 09:00:00,2024-09-26 21:00:00,4357
210,21,3,24,23.19693501789992,87.81796248312668,store21@barddhaman.com,9552946709,2024-09-26 09:00:00,2024-09-26 21:00:00,4565
211,22,3,24,23.313202873942682,87.80848714197236,store22@barddhaman.com,9088753079,2024-09-26 09:00:00,2024-09-26 21:00:00,4028
212,23,3,24,23.238539295382264,87.76072779470093,store23@barddhaman.com,9519100515,2024-09-26 09:00:00,2024-09-26 21:00:00,1129
213,24,3,24,23.197537072646334,87.96965013991128,store24@barddhaman.com,9247677168,2024-09-26 09:00:00,2024-09-26 21:00:00,1700
214,25,3,24,23.225747254007192,87.94009437937073,store25@barddhaman.com,9623120689,2024-09-26 09:00:00,2024-09-26 21:00:00,4596
215,26,3,24,23.274746874343904,87.82015404533516,store26@barddhaman.com,9621521274,2024-09-26 09:00:00,2024-09-26 21:00:00,2998
216,27,3,24,23.300680767417315,87.88088503283295,store27@barddhaman.com,9695449840,2024-09-26 09:00:00,2024-09-26 21:00:00,1757
217,28,3,24,23.261917635785444,87.87530847738267,store28@barddhaman.com,9047115482,2024-09-26 09:00:00,2024-09-26 21:00:00,1664
218,29,3,24,23.262699957238333,87.86684320019691,store29@barddhaman.com,9754800926,2024-09-26 09:00:00,2024-09-26 21:00:00,3567
219,30,3,24,23.261916382958475,87.84080442142867,store30@barddhaman.com,9793105058,2024-09-26 09:00:00,2024-09-26 21:00:00,3618
220,21,3,22,28.852921634676083,78.96759836717249,store21@bamanpuri.com,9163232603,2024-09-26 09:00:00,2024-09-26 21:00:00,2509
221,22,3,22,28.802257862072693,79.17940301162265,store22@bamanpuri.com,9563090300,2024-09-26 09:00:00,2024-09-26 21:00:00,1893
222,23,3,22,28.693522964003115,78.93944720457026,store23@bamanpuri.com,9379231595,2024-09-26 09:00:00,2024-09-26 21:00:00,2048
223,24,3,22,28.738211222455327,78.99259217507638,store24@bamanpuri.com,9827987411,2024-09-26 09:00:00,2024-09-26 21:00:00,4470
224,25,3,22,28.83573231933797,78.92528262973822,store25@bamanpuri.com,9434243002,2024-09-26 09:00:00,2024-09-26 21:00:00,4458
225,26,3,22,28.78073182368066,78.98673896416908,store26@bamanpuri.com,9719612306,2024-09-26 09:00:00,2024-09-26 21:00:00,1933
226,27,3,22,28.820673835607263,79.08391299106579,store27@bamanpuri.com,9505406993,2024-09-26 09:00:00,2024-09-26 21:00:00,1569
227,28,3,22,28.802634443386818,79.04173017235419,store28@bamanpuri.com,9461523279,2024-09-26 09:00:00,2024-09-26 21:00:00,2226
228,29,3,22,28.8784523979825,78.9817710470404,store29@bamanpuri.com,9002939719,2024-09-26 09:00:00,2024-09-26 21:00:00,1294
229,30,3,22,28.819524433745016,79.07438778862134,store30@bamanpuri.com,9861378011,2024-09-26 09:00:00,2024-09-26 21:00:00,3877
230,21,3,1,30.135804998474775,74.19002732400165,store21@abohar.com,9317091131,2024-09-26 09:00:00,2024-09-26 21:00:00,3000
231,22,3,1,30.07650935062915,74.16519054252782,store22@abohar.com,9873242413,2024-09-26 09:00:00,2024-09-26 21:00:00,1429
232,23,3,1,30.212038981726963,74.2832017279075,store23@abohar.com,9593764522,2024-09-26 09:00:00,2024-09-26 21:00:00,2680
233,24,3,1,30.055412226492187,74.22116719838678,store24@abohar.com,9511905554,2024-09-26 09:00:00,2024-09-26 21:00:00,1057
234,25,3,1,30.137497612028707,74.21416616873262,store25@abohar.com,9000573653,2024-09-26 09:00:00,2024-09-26 21:00:00,1157
235,26,3,1,30.142906620942462,74.18984632999826,store26@abohar.com,9550980509,2024-09-26 09:00:00,2024-09-26 21:00:00,3212
236,27,3,1,30.142012506439468,74.19765824480673,store27@abohar.com,9681866111,2024-09-26 09:00:00,2024-09-26 21:00:00,4383
237,28,3,1,30.007133435603652,74.17792139956121,store28@abohar.com,9846856738,2024-09-26 09:00:00,2024-09-26 21:00:00,1913
238,29,3,1,30.101274372636425,74.2069426924168,store29@abohar.com,9544335786,2024-09-26 09:00:00,2024-09-26 21:00:00,1219
239,30,3,1,30.176641746135335,74.13972486038476,store30@abohar.com,9831785273,2024-09-26 09:00:00,2024-09-26 21:00:00,1957
240,21,3,5,19.22106386646961,74.69112258538739,store21@ahmadnagar.com,9279256481,2024-09-26 09:00:00,2024-09-26 21:00:00,3693
241,22,3,5,19.059353620184584,74.85466854976396,store22@ahmadnagar.com,9211723437,2024-09-26 09:00:00,2024-09-26 21:00:00,4174
242,23,3,5,19.096801564462297,74.73476329899393,store23@ahmadnagar.com,9262478756,2024-09-26 09:00:00,2024-09-26 21:00:00,4190
243,24,3,5,18.962496523751444,74.74859902205394,store24@ahmadnagar.com,9125883119,2024-09-26 09:00:00,2024-09-26 21:00:00,2919
244,25,3,5,18.965708543963856,74.81698516794943,store25@ahmadnagar.com,9939273115,2024-09-26 09:00:00,2024-09-26 21:00:00,3423
245,26,3,5,19.05763999815146,74.75503271008249,store26@ahmadnagar.com,9105703724,2024-09-26 09:00:00,2024-09-26 21:00:00,4476
246,27,3,5,19.099035092484712,74.69994692518915,store27@ahmadnagar.com,9402106887,2024-09-26 09:00:00,2024-09-26 21:00:00,4228
247,28,3,5,19.093340485108044,74.76873159174451,store28@ahmadnagar.com,9290787546,2024-09-26 09:00:00,2024-09-26 21:00:00,1653
248,29,3,5,19.110467864107473,74.67885762289336,store29@ahmadnagar.com,9052953474,2024-09-26 09:00:00,2024-09-26 21:00:00,3628
249,30,3,5,19.062878507657047,74.617979642817,store30@ahmadnagar.com,9265981106,2024-09-26 09:00:00,2024-09-26 21:00:00,4862
250,21,3,7,23.690509181729396,92.80179330671385,store21@aizawl  .com,9398803472,2024-09-26 09:00:00,2024-09-26 21:00:00,3185
251,22,3,7,23.731368589097503,92.70037743778988,store22@aizawl  .com,9225746766,2024-09-26 09:00:00,2024-09-26 21:00:00,3240
252,23,3,7,23.676505229141018,92.66671126066834,store23@aizawl  .com,9599441261,2024-09-26 09:00:00,2024-09-26 21:00:00,1151
253,24,3,7,23.56653724675727,92.68302660008524,store24@aizawl  .com,9007114818,2024-09-26 09:00:00,2024-09-26 21:00:00,3367
254,25,3,7,23.78113899611357,92.72692876217502,store25@aizawl  .com,9502269266,2024-09-26 09:00:00,2024-09-26 21:00:00,1941
255,26,3,7,23.54458111282901,92.6833108799428,store26@aizawl  .com,9933442162,2024-09-26 09:00:00,2024-09-26 21:00:00,1448
256,27,3,7,23.908038907704945,92.58131491110242,store27@aizawl  .com,9359359612,2024-09-26 09:00:00,2024-09-26 21:00:00,1676
257,28,3,7,23.79345091058081,92.75239433447707,store28@aizawl  .com,9189375277,2024-09-26 09:00:00,2024-09-26 21:00:00,4366
258,29,3,7,23.82012300259405,92.80009010019798,store29@aizawl  .com,9205565239,2024-09-26 09:00:00,2024-09-26 21:00:00,1244
259,30,3,7,23.57245723052176,92.58251184177695,store30@aizawl  .com,9300208865,2024-09-26 09:00:00,2024-09-26 21:00:00,1268
260,21,3,20,24.751451027566794,84.37367617156963,store21@aurangabad.com,9206694096,2024-09-26 09:00:00,2024-09-26 21:00:00,4664
261,22,3,20,24.704518380198323,84.34917857059123,store22@aurangabad.com,9610005418,2024-09-26 09:00:00,2024-09-26 21:00:00,3174
262,23,3,20,24.783904174572726,84.44554155509644,store23@aurangabad.com,9569275178,2024-09-26 09:00:00,2024-09-26 21:00:00,2433
263,24,3,20,24.842338648855957,84.44609950436332,store24@aurangabad.com,9874393185,2024-09-26 09:00:00,2024-09-26 21:00:00,4211
264,25,3,20,24.759855766728577,84.57876610651476,store25@aurangabad.com,9427496252,2024-09-26 09:00:00,2024-09-26 21:00:00,4019
265,26,3,20,24.75684671638808,84.40592143065886,store26@aurangabad.com,9493518839,2024-09-26 09:00:00,2024-09-26 21:00:00,2466
266,27,3,20,24.841720320863526,84.34994063607543,store27@aurangabad.com,9396144905,2024-09-26 09:00:00,2024-09-26 21:00:00,1028
267,28,3,20,24.81045980921593,84.35848010946198,store28@aurangabad.com,9812049842,2024-09-26 09:00:00,2024-09-26 21:00:00,4941
268,29,3,20,24.723000785391093,84.22428817734308,store29@aurangabad.com,9605075723,2024-09-26 09:00:00,2024-09-26 21:00:00,3746
269,30,3,20,24.839578377375304,84.39021670521261,store30@aurangabad.com,9898010654,2024-09-26 09:00:00,2024-09-26 21:00:00,2181
270,21,3,9,20.649661332257928,77.0045992900993,store21@akola.com,9412385678,2024-09-26 09:00:00,2024-09-26 21:00:00,3781
271,22,3,9,20.575931179608297,77.0605967964213,store22@akola.com,9773456386,2024-09-26 09:00:00,2024-09-26 21:00:00,4721
272,23,3,9,20.7475671029565,76.84529526842131,store23@akola.com,9930369361,2024-09-26 09:00:00,2024-09-26 21:00:00,4794
273,24,3,9,20.7863744410728,77.06590599997695,store24@akola.com,9634343944,2024-09-26 09:00:00,2024-09-26 21:00:00,2800
274,25,3,9,20.7730070254985,76.81286545628983,store25@akola.com,9448414552,2024-09-26 09:00:00,2024-09-26 21:00:00,2650
275,26,3,9,20.750903751563943,77.16523952715605,store26@akola.com,9842003103,2024-09-26 09:00:00,2024-09-26 21:00:00,2529
276,27,3,9,20.795809568065984,76.8491245777553,store27@akola.com,9675884856,2024-09-26 09:00:00,2024-09-26 21:00:00,3208
277,28,3,9,20.70525972506263,76.92378332740513,store28@akola.com,9570071936,2024-09-26 09:00:00,2024-09-26 21:00:00,3565
278,29,3,9,20.71190311115897,77.20032051160584,store29@akola.com,9081471649,2024-09-26 09:00:00,2024-09-26 21:00:00,1809
279,30,3,9,20.643004054546992,76.82164656698275,store30@akola.com,9331044083,2024-09-26 09:00:00,2024-09-26 21:00:00,1349
280,21,3,23,34.13237121280731,74.51792754783584,store21@baramula.com,9689211949,2024-09-26 09:00:00,2024-09-26 21:00:00,4730
281,22,3,23,34.13144402094213,74.43826324037721,store22@baramula.com,9397722203,2024-09-26 09:00:00,2024-09-26 21:00:00,4921
282,23,3,23,34.25214462051478,74.37229673264099,store23@baramula.com,9710464975,2024-09-26 09:00:00,2024-09-26 21:00:00,2575
283,24,3,23,34.179029694963184,74.42437271216946,store24@baramula.com,9632220720,2024-09-26 09:00:00,2024-09-26 21:00:00,4597
284,25,3,23,34.272433150084154,74.37604376373841,store25@baramula.com,9268718161,2024-09-26 09:00:00,2024-09-26 21:00:00,4471
285,26,3,23,34.099122655717295,74.44297029085043,store26@baramula.com,9414753256,2024-09-26 09:00:00,2024-09-26 21:00:00,2222
286,27,3,23,34.224476455898774,74.35431293808706,store27@baramula.com,9806685567,2024-09-26 09:00:00,2024-09-26 21:00:00,3930
287,28,3,23,34.20773141343232,74.30882854080838,store28@baramula.com,9985441020,2024-09-26 09:00:00,2024-09-26 21:00:00,3189
288,29,3,23,34.32401392409561,74.43770808389846,store29@baramula.com,9444543170,2024-09-26 09:00:00,2024-09-26 21:00:00,1813
289,30,3,23,34.34195668040512,74.24873760658045,store30@baramula.com,9218446671,2024-09-26 09:00:00,2024-09-26 21:00:00,3857
290,21,3,15,30.407633181127007,76.74941817916995,store21@ambala.com,9053052708,2024-09-26 09:00:00,2024-09-26 21:00:00,2570
291,22,3,15,30.386571195385873,76.74925178135936,store22@ambala.com,9429309305,2024-09-26 09:00:00,2024-09-26 21:00:00,3599
292,23,3,15,30.36708080200732,76.78855235208792,store23@ambala.com,9503721676,2024-09-26 09:00:00,2024-09-26 21:00:00,1324
293,24,3,15,30.397053836219733,76.76923289997643,store24@ambala.com,9682666280,2024-09-26 09:00:00,2024-09-26 21:00:00,2028
294,25,3,15,30.32667057412931,76.80862878875595,store25@ambala.com,9113444154,2024-09-26 09:00:00,2024-09-26 21:00:00,1512
295,26,3,15,30.36663884979155,76.80518082566596,store26@ambala.com,9654070104,2024-09-26 09:00:00,2024-09-26 21:00:00,3815
296,27,3,15,30.422283077836454,76.85932468852468,store27@ambala.com,9676299991,2024-09-26 09:00:00,2024-09-26 21:00:00,3131
297,28,3,15,30.33886797779465,76.81544016247246,store28@ambala.com,9945253243,2024-09-26 09:00:00,2024-09-26 21:00:00,4549
298,29,3,15,30.353430389696612,76.79432651223188,store29@ambala.com,9649106923,2024-09-26 09:00:00,2024-09-26 21:00:00,4685
299,30,3,15,30.340354111119314,76.82289414097177,store30@ambala.com,9002189291,2024-09-26 09:00:00,2024-09-26 21:00:00,2804
300,31,4,14,27.68301622119895,76.6221446591226,store31@alwar.com,9447538342,2024-09-26 09:00:00,2024-09-26 21:00:00,4386
301,32,4,14,27.517370861522785,76.78417426547601,store32@alwar.com,9032865534,2024-09-26 09:00:00,2024-09-26 21:00:00,3229
302,33,4,14,27.532505829433497,76.71063793480226,store33@alwar.com,9271813311,2024-09-26 09:00:00,2024-09-26 21:00:00,1314
303,34,4,14,27.651218043579664,76.52652438005046,store34@alwar.com,9855196180,2024-09-26 09:00:00,2024-09-26 21:00:00,1125
304,35,4,14,27.563691846572027,76.73258808463531,store35@alwar.com,9983650286,2024-09-26 09:00:00,2024-09-26 21:00:00,1486
305,36,4,14,27.57987507165061,76.61019509165746,store36@alwar.com,9522063924,2024-09-26 09:00:00,2024-09-26 21:00:00,3053
306,37,4,14,27.5430098157616,76.44422840396791,store37@alwar.com,9616105264,2024-09-26 09:00:00,2024-09-26 21:00:00,2003
307,38,4,14,27.568605940275443,76.61021379523011,store38@alwar.com,9932368670,2024-09-26 09:00:00,2024-09-26 21:00:00,3069
308,39,4,14,27.578317490640355,76.50305785461818,store39@alwar.com,9187130965,2024-09-26 09:00:00,2024-09-26 21:00:00,1088
309,40,4,14,27.439884157511532,76.6917989032028,store40@alwar.com,9930335727,2024-09-26 09:00:00,2024-09-26 21:00:00,4537
310,31,4,21,25.88614288608841,80.74245007816133,store31@bakshpur.com,9411884090,2024-09-26 09:00:00,2024-09-26 21:00:00,4656
311,32,4,21,25.903333464315203,80.74982436576491,store32@bakshpur.com,9618742266,2024-09-26 09:00:00,2024-09-26 21:00:00,2781
312,33,4,21,25.886307907082653,80.78904486987106,store33@bakshpur.com,9681564293,2024-09-26 09:00:00,2024-09-26 21:00:00,2041
313,34,4,21,25.938675997628756,80.76286116843899,store34@bakshpur.com,9559124978,2024-09-26 09:00:00,2024-09-26 21:00:00,3330
314,35,4,21,25.893131344138787,80.78207986113665,store35@bakshpur.com,9466321075,2024-09-26 09:00:00,2024-09-26 21:00:00,2547
315,36,4,21,25.944967045699304,80.79914557658367,store36@bakshpur.com,9722316570,2024-09-26 09:00:00,2024-09-26 21:00:00,4511
316,37,4,21,25.87892031413856,80.84402648839483,store37@bakshpur.com,9204176192,2024-09-26 09:00:00,2024-09-26 21:00:00,2914
317,38,4,21,25.873707367114903,80.81077717715074,store38@bakshpur.com,9515556265,2024-09-26 09:00:00,2024-09-26 21:00:00,1262
318,39,4,21,25.972742053684794,80.75965146002814,store39@bakshpur.com,9776243666,2024-09-26 09:00:00,2024-09-26 21:00:00,2876
319,40,4,21,25.894201600214057,80.79212331182853,store40@bakshpur.com,9038402553,2024-09-26 09:00:00,2024-09-26 21:00:00,2718
320,31,4,7,23.69095308487737,92.78492481360047,store31@aizawl  .com,9355447373,2024-09-26 09:00:00,2024-09-26 21:00:00,1273
321,32,4,7,23.698657739927153,92.68823603176571,store32@aizawl  .com,9326474840,2024-09-26 09:00:00,2024-09-26 21:00:00,2261
322,33,4,7,23.61370366375887,92.73438030000717,store33@aizawl  .com,9888361334,2024-09-26 09:00:00,2024-09-26 21:00:00,2048
323,34,4,7,23.746961032901563,92.69210891077742,store34@aizawl  .com,9189335935,2024-09-26 09:00:00,2024-09-26 21:00:00,2154
324,35,4,7,23.770447190782978,92.52165698126606,store35@aizawl  .com,9546189011,2024-09-26 09:00:00,2024-09-26 21:00:00,2029
325,36,4,7,23.68899065982598,92.56166469237445,store36@aizawl  .com,9705497767,2024-09-26 09:00:00,2024-09-26 21:00:00,3197
326,37,4,7,23.67665440361049,92.69898104525124,store37@aizawl  .com,9665103582,2024-09-26 09:00:00,2024-09-26 21:00:00,4655
327,38,4,7,23.6213391916652,92.88047911472438,store38@aizawl  .com,9965266272,2024-09-26 09:00:00,2024-09-26 21:00:00,2549
328,39,4,7,23.664760985833386,92.88403077668006,store39@aizawl  .com,9477468962,2024-09-26 09:00:00,2024-09-26 21:00:00,1332
329,40,4,7,23.7192603199757,92.71498832747639,store40@aizawl  .com,9513955971,2024-09-26 09:00:00,2024-09-26 21:00:00,3200
330,31,4,5,19.06764002616201,74.71673939771036,store31@ahmadnagar.com,9723775447,2024-09-26 09:00:00,2024-09-26 21:00:00,2496
331,32,4,5,18.929473025448797,74.76850870645332,store32@ahmadnagar.com,9249286269,2024-09-26 09:00:00,2024-09-26 21:00:00,2593
332,33,4,5,19.016204694932018,74.75421745479336,store33@ahmadnagar.com,9197497682,2024-09-26 09:00:00,2024-09-26 21:00:00,4371
333,34,4,5,19.203972243442166,74.85869486768904,store34@ahmadnagar.com,9945588078,2024-09-26 09:00:00,2024-09-26 21:00:00,4974
334,35,4,5,19.194870889816645,74.63326837877777,store35@ahmadnagar.com,9757245888,2024-09-26 09:00:00,2024-09-26 21:00:00,3895
335,36,4,5,19.1040704498877,74.7305271167292,store36@ahmadnagar.com,9113435951,2024-09-26 09:00:00,2024-09-26 21:00:00,3513
336,37,4,5,18.972858781537973,74.74191837225622,store37@ahmadnagar.com,9400282338,2024-09-26 09:00:00,2024-09-26 21:00:00,2161
337,38,4,5,19.138470964725965,74.55197412943407,store38@ahmadnagar.com,9540981480,2024-09-26 09:00:00,2024-09-26 21:00:00,1075
338,39,4,5,19.133020652877875,74.71097006694376,store39@ahmadnagar.com,9140763928,2024-09-26 09:00:00,2024-09-26 21:00:00,3332
339,40,4,5,18.93488107112119,74.67224918362022,store40@ahmadnagar.com,9216003771,2024-09-26 09:00:00,2024-09-26 21:00:00,4318
340,31,4,12,26.416188474571378,89.55558333003405,store31@alipurduar.com,9610616440,2024-09-26 09:00:00,2024-09-26 21:00:00,3071
341,32,4,12,26.477361506930777,89.52865684688851,store32@alipurduar.com,9066348790,2024-09-26 09:00:00,2024-09-26 21:00:00,2947
342,33,4,12,26.564760838667752,89.5273710984833,store33@alipurduar.com,9550250696,2024-09-26 09:00:00,2024-09-26 21:00:00,1555
343,34,4,12,26.42062582536656,89.51851651384574,store34@alipurduar.com,9436608301,2024-09-26 09:00:00,2024-09-26 21:00:00,1440
344,35,4,12,26.500876205041852,89.4725070441403,store35@alipurduar.com,9317599929,2024-09-26 09:00:00,2024-09-26 21:00:00,4807
345,36,4,12,26.505184758457727,89.52139357857163,store36@alipurduar.com,9368441620,2024-09-26 09:00:00,2024-09-26 21:00:00,4343
346,37,4,12,26.489562812341454,89.52409184712303,store37@alipurduar.com,9576387927,2024-09-26 09:00:00,2024-09-26 21:00:00,3567
347,38,4,12,26.503708829511815,89.52072753312758,store38@alipurduar.com,9414523344,2024-09-26 09:00:00,2024-09-26 21:00:00,3437
348,39,4,12,26.54430223931874,89.5960937073793,store39@alipurduar.com,9277260777,2024-09-26 09:00:00,2024-09-26 21:00:00,1352
349,40,4,12,26.399649958232686,89.47811812309526,store40@alipurduar.com,9418026953,2024-09-26 09:00:00,2024-09-26 21:00:00,3987
350,31,4,22,28.74906432437147,79.04159362015608,store31@bamanpuri.com,9913595979,2024-09-26 09:00:00,2024-09-26 21:00:00,3209
351,32,4,22,28.8451908435043,79.0299244594321,store32@bamanpuri.com,9635261627,2024-09-26 09:00:00,2024-09-26 21:00:00,3434
352,33,4,22,28.811640703287843,79.01686311193791,store33@bamanpuri.com,9678729109,2024-09-26 09:00:00,2024-09-26 21:00:00,4514
353,34,4,22,28.92439176707276,79.05057692830592,store34@bamanpuri.com,9078070031,2024-09-26 09:00:00,2024-09-26 21:00:00,3170
354,35,4,22,28.741678385849774,79.17331773010778,store35@bamanpuri.com,9820739177,2024-09-26 09:00:00,2024-09-26 21:00:00,1663
355,36,4,22,28.767030956415137,79.10438348975055,store36@bamanpuri.com,9768061793,2024-09-26 09:00:00,2024-09-26 21:00:00,2302
356,37,4,22,28.891126881838826,79.06732341488556,store37@bamanpuri.com,9354991709,2024-09-26 09:00:00,2024-09-26 21:00:00,3361
357,38,4,22,28.878012839827957,79.06891983173674,store38@bamanpuri.com,9044338422,2024-09-26 09:00:00,2024-09-26 21:00:00,1858
358,39,4,22,28.822438072098223,79.10935418274055,store39@bamanpuri.com,9770356256,2024-09-26 09:00:00,2024-09-26 21:00:00,4858
359,40,4,22,28.789159418311943,79.19110408437723,store40@bamanpuri.com,9225108676,2024-09-26 09:00:00,2024-09-26 21:00:00,2455
360,31,4,2,19.444008220966282,78.15285163255247,store31@adilabad.com,9685521444,2024-09-26 09:00:00,2024-09-26 21:00:00,2832
361,32,4,2,19.343369661755112,78.29100578388929,store32@adilabad.com,9980097452,2024-09-26 09:00:00,2024-09-26 21:00:00,4830
362,33,4,2,19.515245799821656,78.41723982702061,store33@adilabad.com,9374286106,2024-09-26 09:00:00,2024-09-26 21:00:00,4389
363,34,4,2,19.393092388353075,78.31539037453369,store34@adilabad.com,9296142535,2024-09-26 09:00:00,2024-09-26 21:00:00,4177
364,35,4,2,19.394876123926913,78.2822171811858,store35@adilabad.com,9166809461,2024-09-26 09:00:00,2024-09-26 21:00:00,3770
365,36,4,2,19.379206393296503,78.2556498221335,store36@adilabad.com,9708135842,2024-09-26 09:00:00,2024-09-26 21:00:00,3087
366,37,4,2,19.39315487105388,78.2611611120026,store37@adilabad.com,9319975735,2024-09-26 09:00:00,2024-09-26 21:00:00,2870
367,38,4,2,19.494173783522054,78.35601238259756,store38@adilabad.com,9888398698,2024-09-26 09:00:00,2024-09-26 21:00:00,2682
368,39,4,2,19.31625950083146,78.4020356021376,store39@adilabad.com,9667576154,2024-09-26 09:00:00,2024-09-26 21:00:00,2448
369,40,4,2,19.285635804763892,78.32247717809037,store40@adilabad.com,9607458948,2024-09-26 09:00:00,2024-09-26 21:00:00,1163
370,31,4,4,27.23855726395245,77.91255080879101,store31@agra.com,9773880611,2024-09-26 09:00:00,2024-09-26 21:00:00,4910
371,32,4,4,27.190264935564432,78.00370514750037,store32@agra.com,9991416924,2024-09-26 09:00:00,2024-09-26 21:00:00,3920
372,33,4,4,27.211508422239863,77.94741412705031,store33@agra.com,9377826402,2024-09-26 09:00:00,2024-09-26 21:00:00,2088
373,34,4,4,27.15475802544692,78.04834414397217,store34@agra.com,9112988751,2024-09-26 09:00:00,2024-09-26 21:00:00,1656
374,35,4,4,27.090710292352057,77.92230369274183,store35@agra.com,9270182748,2024-09-26 09:00:00,2024-09-26 21:00:00,1674
375,36,4,4,27.17993369452969,77.9753005577284,store36@agra.com,9271024496,2024-09-26 09:00:00,2024-09-26 21:00:00,2408
376,37,4,4,27.11525386702476,78.00651356893503,store37@agra.com,9676545694,2024-09-26 09:00:00,2024-09-26 21:00:00,1909
377,38,4,4,27.252545676122093,77.94087597986234,store38@agra.com,9811114518,2024-09-26 09:00:00,2024-09-26 21:00:00,3532
378,39,4,4,27.1593193887635,77.89441868285563,store39@agra.com,9419437162,2024-09-26 09:00:00,2024-09-26 21:00:00,3754
379,40,4,4,27.21808654405406,77.98174695281209,store40@agra.com,9497264169,2024-09-26 09:00:00,2024-09-26 21:00:00,4680
380,31,4,13,25.528796234867226,81.7936193671257,store31@allahabad.com,9616811455,2024-09-26 09:00:00,2024-09-26 21:00:00,1845
381,32,4,13,25.47685284562017,81.83616942043021,store32@allahabad.com,9858372675,2024-09-26 09:00:00,2024-09-26 21:00:00,4540
382,33,4,13,25.413737137531648,81.74431856484175,store33@allahabad.com,9457001782,2024-09-26 09:00:00,2024-09-26 21:00:00,2193
383,34,4,13,25.49794101534103,81.73018102190449,store34@allahabad.com,9918497027,2024-09-26 09:00:00,2024-09-26 21:00:00,1659
384,35,4,13,25.412523217824386,81.91469898692092,store35@allahabad.com,9954997052,2024-09-26 09:00:00,2024-09-26 21:00:00,3297
385,36,4,13,25.36653933587977,81.86077244053736,store36@allahabad.com,9363778586,2024-09-26 09:00:00,2024-09-26 21:00:00,3000
386,37,4,13,25.362877895907154,81.71141600839458,store37@allahabad.com,9063314323,2024-09-26 09:00:00,2024-09-26 21:00:00,2557
387,38,4,13,25.47488282869605,81.91377632739918,store38@allahabad.com,9601928504,2024-09-26 09:00:00,2024-09-26 21:00:00,3751
388,39,4,13,25.547328894812406,81.88953989445568,store39@allahabad.com,9654151790,2024-09-26 09:00:00,2024-09-26 21:00:00,2764
389,40,4,13,25.38122970111467,81.82535352488382,store40@allahabad.com,9128711550,2024-09-26 09:00:00,2024-09-26 21:00:00,1545
390,31,4,25,28.425348592270055,79.60100540106315,store31@bareilly.com,9476728228,2024-09-26 09:00:00,2024-09-26 21:00:00,4207
391,32,4,25,28.361132841869004,79.42119853339473,store32@bareilly.com,9290921151,2024-09-26 09:00:00,2024-09-26 21:00:00,2754
392,33,4,25,28.362605142593694,79.45378937838272,store33@bareilly.com,9612568794,2024-09-26 09:00:00,2024-09-26 21:00:00,2037
393,34,4,25,28.347047531214397,79.29377912892528,store34@bareilly.com,9130476486,2024-09-26 09:00:00,2024-09-26 21:00:00,3645
394,35,4,25,28.19764759758917,79.4330634528404,store35@bareilly.com,9151831659,2024-09-26 09:00:00,2024-09-26 21:00:00,2654
395,36,4,25,28.214809022243642,79.58148348073344,store36@bareilly.com,9953975107,2024-09-26 09:00:00,2024-09-26 21:00:00,2033
396,37,4,25,28.37436555709709,79.62431859588955,store37@bareilly.com,9816621882,2024-09-26 09:00:00,2024-09-26 21:00:00,2166
397,38,4,25,28.37440693290797,79.57676397402513,store38@bareilly.com,9100107611,2024-09-26 09:00:00,2024-09-26 21:00:00,2483
398,39,4,25,28.4977863661647,79.3470337769758,store39@bareilly.com,9794839428,2024-09-26 09:00:00,2024-09-26 21:00:00,1251
399,40,4,25,28.190322642191912,79.47713063656894,store40@bareilly.com,9675318925,2024-09-26 09:00:00,2024-09-26 21:00:00,2505
400,41,5,18,23.723062520323165,87.02241769118227,store41@asansol.com,9977157745,2024-09-26 09:00:00,2024-09-26 21:00:00,4146
401,42,5,18,23.790866213641866,87.037764156051,store42@asansol.com,9570303892,2024-09-26 09:00:00,2024-09-26 21:00:00,3806
402,43,5,18,23.683141093596415,86.99053629473026,store43@asansol.com,9301253386,2024-09-26 09:00:00,2024-09-26 21:00:00,2942
403,44,5,18,23.602374247499927,86.9385388879611,store44@asansol.com,9316879460,2024-09-26 09:00:00,2024-09-26 21:00:00,4502
404,45,5,18,23.679051954923843,86.8817542728821,store45@asansol.com,9239231971,2024-09-26 09:00:00,2024-09-26 21:00:00,4023
405,46,5,18,23.688195292275793,86.99412173109805,store46@asansol.com,9433769507,2024-09-26 09:00:00,2024-09-26 21:00:00,3364
406,47,5,18,23.67630226133756,86.97207806809035,store47@asansol.com,9330866747,2024-09-26 09:00:00,2024-09-26 21:00:00,4984
