id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
324,"[1, 2, 3, 4, 5]","[42, 24, 74, 19, 57]",216,324,2,10
325,"[1, 2, 3, 4, 5]","[51, 23, 97, 40, 36]",247,325,2,10
326,"[1, 2, 3, 4, 5]","[88, 61, 20, 80, 68]",317,326,2,10
327,"[1, 2, 3, 4, 5]","[80, 84, 38, 83, 77]",362,327,2,10
328,"[1, 2, 3, 4, 5]","[46, 79, 23, 63, 49]",260,328,2,10
329,"[1, 2, 3, 4, 5]","[87, 56, 52, 30, 89]",314,329,2,10
330,"[1, 2, 3, 4, 5]","[41, 17, 82, 75, 50]",265,330,2,10
331,"[1, 2, 3, 4, 5]","[43, 54, 81, 22, 11]",211,331,2,11
332,"[1, 2, 3, 4, 5]","[63, 16, 58, 63, 97]",297,332,2,11
333,"[1, 2, 3, 4, 5]","[16, 31, 57, 91, 68]",263,333,2,11
334,"[1, 2, 3, 4, 5]","[57, 24, 23, 55, 18]",177,334,2,11
335,"[1, 2, 3, 4, 5]","[82, 28, 26, 11, 87]",234,335,2,11
336,"[1, 2, 3, 4, 5]","[78, 38, 50, 58, 80]",304,336,2,11
337,"[1, 2, 3, 4, 5]","[60, 67, 37, 46, 74]",284,337,2,11
338,"[1, 2, 3, 4, 5]","[75, 38, 24, 19, 94]",250,338,2,11
339,"[1, 2, 3, 4, 5]","[55, 100, 32, 89, 92]",368,339,2,11
340,"[1, 2, 3, 4, 5]","[59, 83, 27, 41, 20]",230,340,2,11
341,"[1, 2, 3, 4, 5]","[88, 50, 44, 63, 77]",322,341,2,12
342,"[1, 2, 3, 4, 5]","[52, 82, 76, 34, 74]",318,342,2,12
343,"[1, 2, 3, 4, 5]","[15, 86, 58, 77, 61]",297,343,2,12
344,"[1, 2, 3, 4, 5]","[59, 55, 39, 18, 98]",269,344,2,12
345,"[1, 2, 3, 4, 5]","[73, 35, 28, 32, 42]",210,345,2,12
346,"[1, 2, 3, 4, 5]","[20, 34, 79, 11, 68]",212,346,2,12
347,"[1, 2, 3, 4, 5]","[20, 64, 29, 63, 91]",267,347,2,12
348,"[1, 2, 3, 4, 5]","[60, 98, 93, 53, 16]",320,348,2,12
349,"[1, 2, 3, 4, 5]","[86, 31, 49, 39, 56]",261,349,2,12
350,"[1, 2, 3, 4, 5]","[75, 52, 78, 51, 78]",334,350,2,12
351,"[1, 2, 3, 4, 5]","[94, 96, 49, 60, 92]",391,351,2,13
352,"[1, 2, 3, 4, 5]","[51, 67, 94, 59, 40]",311,352,2,13
353,"[1, 2, 3, 4, 5]","[40, 70, 68, 12, 20]",210,353,2,13
354,"[1, 2, 3, 4, 5]","[80, 86, 66, 50, 20]",302,354,2,13
355,"[1, 2, 3, 4, 5]","[58, 83, 97, 98, 74]",410,355,2,13
356,"[1, 2, 3, 4, 5]","[55, 47, 91, 80, 10]",283,356,2,13
357,"[1, 2, 3, 4, 5]","[21, 12, 96, 66, 19]",214,357,2,13
358,"[1, 2, 3, 4, 5]","[15, 46, 55, 34, 30]",180,358,2,13
359,"[1, 2, 3, 4, 5]","[46, 59, 45, 99, 48]",297,359,2,13
360,"[1, 2, 3, 4, 5]","[12, 63, 82, 61, 73]",291,360,2,13
361,"[1, 2, 3, 4, 5]","[33, 80, 75, 71, 13]",272,361,2,14
362,"[1, 2, 3, 4, 5]","[96, 17, 66, 79, 11]",269,362,2,14
363,"[1, 2, 3, 4, 5]","[65, 88, 16, 99, 58]",326,363,2,14
364,"[1, 2, 3, 4, 5]","[81, 64, 38, 66, 46]",295,364,2,14
365,"[1, 2, 3, 4, 5]","[38, 92, 39, 77, 100]",346,365,2,14
366,"[1, 2, 3, 4, 5]","[34, 95, 25, 19, 24]",197,366,2,14
367,"[1, 2, 3, 4, 5]","[97, 69, 65, 85, 30]",346,367,2,14
368,"[1, 2, 3, 4, 5]","[52, 81, 36, 62, 56]",287,368,2,14
369,"[1, 2, 3, 4, 5]","[64, 14, 22, 42, 17]",159,369,2,14
370,"[1, 2, 3, 4, 5]","[41, 43, 16, 25, 52]",177,370,2,14
371,"[1, 2, 3, 4, 5]","[96, 10, 80, 64, 63]",313,371,2,15
372,"[1, 2, 3, 4, 5]","[15, 88, 90, 19, 92]",304,372,2,15
373,"[1, 2, 3, 4, 5]","[78, 17, 73, 59, 47]",274,373,2,15
374,"[1, 2, 3, 4, 5]","[72, 78, 83, 86, 24]",343,374,2,15
375,"[1, 2, 3, 4, 5]","[82, 42, 55, 19, 26]",224,375,2,15
376,"[1, 2, 3, 4, 5]","[33, 66, 23, 13, 85]",220,376,2,15
377,"[1, 2, 3, 4, 5]","[18, 43, 49, 98, 92]",300,377,2,15
378,"[1, 2, 3, 4, 5]","[18, 56, 70, 72, 26]",242,378,2,15
379,"[1, 2, 3, 4, 5]","[70, 91, 45, 12, 86]",304,379,2,15
380,"[1, 2, 3, 4, 5]","[34, 57, 89, 74, 66]",320,380,2,15
381,"[1, 2, 3, 4, 5]","[70, 60, 14, 70, 13]",227,381,2,16
382,"[1, 2, 3, 4, 5]","[23, 32, 20, 30, 38]",143,382,2,16
383,"[1, 2, 3, 4, 5]","[66, 31, 59, 40, 47]",243,383,2,16
384,"[1, 2, 3, 4, 5]","[92, 19, 37, 85, 47]",280,384,2,16
385,"[1, 2, 3, 4, 5]","[16, 88, 27, 93, 57]",281,385,2,16
386,"[1, 2, 3, 4, 5]","[38, 19, 44, 57, 15]",173,386,2,16
387,"[1, 2, 3, 4, 5]","[73, 41, 73, 41, 96]",324,387,2,16
388,"[1, 2, 3, 4, 5]","[13, 29, 31, 10, 91]",174,388,2,16
389,"[1, 2, 3, 4, 5]","[63, 16, 57, 18, 90]",244,389,2,16
390,"[1, 2, 3, 4, 5]","[21, 47, 38, 63, 31]",200,390,2,16
391,"[1, 2, 3, 4, 5]","[98, 23, 85, 54, 69]",329,391,2,17
392,"[1, 2, 3, 4, 5]","[96, 25, 86, 14, 74]",295,392,2,17
393,"[1, 2, 3, 4, 5]","[91, 97, 15, 37, 76]",316,393,2,17
394,"[1, 2, 3, 4, 5]","[62, 54, 54, 83, 60]",313,394,2,17
395,"[1, 2, 3, 4, 5]","[26, 54, 72, 63, 87]",302,395,2,17
396,"[1, 2, 3, 4, 5]","[13, 62, 36, 44, 28]",183,396,2,17
397,"[1, 2, 3, 4, 5]","[35, 72, 63, 64, 47]",281,397,2,17
398,"[1, 2, 3, 4, 5]","[96, 25, 71, 64, 98]",354,398,2,17
399,"[1, 2, 3, 4, 5]","[86, 25, 10, 15, 34]",170,399,2,17
400,"[1, 2, 3, 4, 5]","[10, 100, 66, 51, 35]",262,400,2,17
401,"[1, 2, 3, 4, 5]","[77, 77, 17, 83, 61]",315,401,2,18
402,"[1, 2, 3, 4, 5]","[63, 79, 96, 70, 48]",356,402,2,18
403,"[1, 2, 3, 4, 5]","[66, 38, 12, 86, 28]",230,403,2,18
404,"[1, 2, 3, 4, 5]","[48, 29, 69, 16, 80]",242,404,2,18
405,"[1, 2, 3, 4, 5]","[47, 48, 53, 44, 95]",287,405,2,18
406,"[1, 2, 3, 4, 5]","[57, 94, 41, 45, 75]",312,406,2,18
407,"[1, 2, 3, 4, 5]","[69, 69, 23, 18, 96]",275,407,2,18
408,"[1, 2, 3, 4, 5]","[28, 31, 56, 83, 25]",223,408,2,18
409,"[1, 2, 3, 4, 5]","[71, 83, 44, 54, 43]",295,409,2,18
410,"[1, 2, 3, 4, 5]","[85, 80, 99, 54, 74]",392,410,2,18
411,"[1, 2, 3, 4, 5]","[38, 80, 46, 72, 90]",326,411,2,19
412,"[1, 2, 3, 4, 5]","[21, 59, 41, 54, 82]",257,412,2,19
413,"[1, 2, 3, 4, 5]","[81, 13, 96, 14, 33]",237,413,2,19
414,"[1, 2, 3, 4, 5]","[48, 87, 18, 56, 75]",284,414,2,19
415,"[1, 2, 3, 4, 5]","[45, 27, 53, 15, 25]",165,415,2,19
416,"[1, 2, 3, 4, 5]","[60, 94, 81, 92, 45]",372,416,2,19
417,"[1, 2, 3, 4, 5]","[52, 34, 80, 32, 44]",242,417,2,19
418,"[1, 2, 3, 4, 5]","[94, 15, 38, 58, 65]",270,418,2,19
419,"[1, 2, 3, 4, 5]","[90, 13, 26, 57, 57]",243,419,2,19
420,"[1, 2, 3, 4, 5]","[82, 76, 64, 27, 70]",319,420,2,19
421,"[1, 2, 3, 4, 5]","[40, 98, 40, 90, 30]",298,421,2,20
422,"[1, 2, 3, 4, 5]","[71, 48, 49, 95, 20]",283,422,2,20
423,"[1, 2, 3, 4, 5]","[38, 58, 76, 58, 47]",277,423,2,20
424,"[1, 2, 3, 4, 5]","[85, 19, 24, 18, 45]",191,424,2,20
425,"[1, 2, 3, 4, 5]","[26, 63, 40, 57, 12]",198,425,2,20
426,"[1, 2, 3, 4, 5]","[93, 67, 14, 83, 39]",296,426,2,20
427,"[1, 2, 3, 4, 5]","[69, 98, 59, 48, 87]",361,427,2,20
428,"[1, 2, 3, 4, 5]","[53, 62, 84, 24, 96]",319,428,2,20
429,"[1, 2, 3, 4, 5]","[19, 68, 71, 73, 46]",277,429,2,20
430,"[1, 2, 3, 4, 5]","[22, 83, 34, 19, 39]",197,430,2,20
431,"[1, 2, 3, 4, 5]","[10, 15, 63, 69, 33]",190,431,2,21
432,"[1, 2, 3, 4, 5]","[52, 29, 100, 69, 83]",333,432,2,21
433,"[1, 2, 3, 4, 5]","[91, 21, 38, 58, 90]",298,433,2,21
434,"[1, 2, 3, 4, 5]","[93, 35, 95, 36, 14]",273,434,2,21
435,"[1, 2, 3, 4, 5]","[68, 16, 74, 57, 54]",269,435,2,21
436,"[1, 2, 3, 4, 5]","[20, 33, 33, 79, 40]",205,436,2,21
437,"[1, 2, 3, 4, 5]","[21, 80, 50, 32, 63]",246,437,2,21
438,"[1, 2, 3, 4, 5]","[27, 17, 32, 34, 65]",175,438,2,21
439,"[1, 2, 3, 4, 5]","[51, 72, 37, 55, 30]",245,439,2,21
440,"[1, 2, 3, 4, 5]","[42, 21, 57, 59, 54]",233,440,2,21
441,"[1, 2, 3, 4, 5]","[48, 97, 83, 94, 62]",384,441,2,22
442,"[1, 2, 3, 4, 5]","[91, 59, 22, 33, 23]",228,442,2,22
443,"[1, 2, 3, 4, 5]","[80, 74, 42, 94, 16]",306,443,2,22
444,"[1, 2, 3, 4, 5]","[82, 52, 57, 16, 43]",250,444,2,22
445,"[1, 2, 3, 4, 5]","[94, 84, 92, 66, 49]",385,445,2,22
446,"[1, 2, 3, 4, 5]","[20, 81, 86, 95, 19]",301,446,2,22
447,"[1, 2, 3, 4, 5]","[16, 94, 53, 56, 27]",246,447,2,22
448,"[1, 2, 3, 4, 5]","[45, 41, 13, 51, 94]",244,448,2,22
449,"[1, 2, 3, 4, 5]","[24, 34, 51, 42, 68]",219,449,2,22
450,"[1, 2, 3, 4, 5]","[44, 57, 58, 75, 13]",247,450,2,22
451,"[1, 2, 3, 4, 5]","[99, 74, 26, 58, 90]",347,451,2,23
452,"[1, 2, 3, 4, 5]","[48, 73, 23, 63, 83]",290,452,2,23
453,"[1, 2, 3, 4, 5]","[52, 52, 77, 73, 61]",315,453,2,23
454,"[1, 2, 3, 4, 5]","[75, 93, 79, 96, 93]",436,454,2,23
455,"[1, 2, 3, 4, 5]","[51, 86, 40, 70, 30]",277,455,2,23
456,"[1, 2, 3, 4, 5]","[66, 34, 98, 68, 45]",311,456,2,23
457,"[1, 2, 3, 4, 5]","[38, 56, 81, 63, 66]",304,457,2,23
458,"[1, 2, 3, 4, 5]","[31, 25, 67, 65, 19]",207,458,2,23
459,"[1, 2, 3, 4, 5]","[27, 76, 67, 50, 13]",233,459,2,23
460,"[1, 2, 3, 4, 5]","[46, 18, 60, 56, 31]",211,460,2,23
461,"[1, 2, 3, 4, 5]","[28, 10, 45, 72, 48]",203,461,2,24
462,"[1, 2, 3, 4, 5]","[79, 65, 74, 64, 33]",315,462,2,24
463,"[1, 2, 3, 4, 5]","[72, 33, 28, 94, 64]",291,463,2,24
464,"[1, 2, 3, 4, 5]","[13, 84, 84, 93, 52]",326,464,2,24
465,"[1, 2, 3, 4, 5]","[39, 40, 76, 46, 23]",224,465,2,24
466,"[1, 2, 3, 4, 5]","[30, 24, 30, 99, 29]",212,466,2,24
467,"[1, 2, 3, 4, 5]","[14, 15, 70, 61, 15]",175,467,2,24
468,"[1, 2, 3, 4, 5]","[41, 54, 16, 94, 77]",282,468,2,24
469,"[1, 2, 3, 4, 5]","[30, 70, 91, 51, 33]",275,469,2,24
470,"[1, 2, 3, 4, 5]","[61, 38, 62, 26, 37]",224,470,2,24
471,"[1, 2, 3, 4, 5]","[23, 83, 45, 72, 76]",299,471,2,25
472,"[1, 2, 3, 4, 5]","[36, 21, 97, 39, 36]",229,472,2,25
473,"[1, 2, 3, 4, 5]","[25, 65, 33, 53, 72]",248,473,2,25
474,"[1, 2, 3, 4, 5]","[79, 94, 14, 53, 32]",272,474,2,25
475,"[1, 2, 3, 4, 5]","[54, 73, 88, 37, 77]",329,475,2,25
476,"[1, 2, 3, 4, 5]","[98, 21, 16, 30, 17]",182,476,2,25
477,"[1, 2, 3, 4, 5]","[49, 87, 55, 12, 15]",218,477,2,25
478,"[1, 2, 3, 4, 5]","[12, 91, 43, 89, 36]",271,478,2,25
479,"[1, 2, 3, 4, 5]","[19, 45, 38, 62, 79]",243,479,2,25
480,"[1, 2, 3, 4, 5]","[23, 94, 93, 12, 99]",321,480,2,25
481,"[1, 2, 3, 4, 5]","[75, 36, 73, 24, 64]",272,481,3,1
482,"[1, 2, 3, 4, 5]","[68, 41, 88, 63, 76]",336,482,3,1
483,"[1, 2, 3, 4, 5]","[12, 44, 32, 56, 18]",162,483,3,1
484,"[1, 2, 3, 4, 5]","[71, 90, 93, 100, 12]",366,484,3,1
485,"[1, 2, 3, 4, 5]","[57, 94, 86, 99, 99]",435,485,3,1
486,"[1, 2, 3, 4, 5]","[32, 86, 35, 46, 21]",220,486,3,1
487,"[1, 2, 3, 4, 5]","[33, 22, 31, 23, 40]",149,487,3,1
488,"[1, 2, 3, 4, 5]","[90, 55, 80, 45, 97]",367,488,3,1
489,"[1, 2, 3, 4, 5]","[54, 12, 62, 72, 45]",245,489,3,1
490,"[1, 2, 3, 4, 5]","[68, 42, 47, 23, 28]",208,490,3,1
491,"[1, 2, 3, 4, 5]","[79, 45, 31, 46, 36]",237,491,3,2
492,"[1, 2, 3, 4, 5]","[96, 46, 86, 15, 59]",302,492,3,2
493,"[1, 2, 3, 4, 5]","[21, 58, 57, 45, 92]",273,493,3,2
494,"[1, 2, 3, 4, 5]","[83, 51, 15, 66, 22]",237,494,3,2
495,"[1, 2, 3, 4, 5]","[70, 45, 65, 19, 70]",269,495,3,2
496,"[1, 2, 3, 4, 5]","[53, 33, 34, 91, 83]",294,496,3,2
497,"[1, 2, 3, 4, 5]","[53, 43, 32, 54, 34]",216,497,3,2
498,"[1, 2, 3, 4, 5]","[22, 44, 86, 71, 41]",264,498,3,2
499,"[1, 2, 3, 4, 5]","[48, 43, 26, 30, 68]",215,499,3,2
500,"[1, 2, 3, 4, 5]","[100, 49, 74, 17, 40]",280,500,3,2
501,"[1, 2, 3, 4, 5]","[14, 59, 54, 67, 20]",214,501,3,3
502,"[1, 2, 3, 4, 5]","[86, 84, 77, 84, 34]",365,502,3,3
503,"[1, 2, 3, 4, 5]","[67, 65, 46, 70, 79]",327,503,3,3
504,"[1, 2, 3, 4, 5]","[44, 61, 22, 62, 86]",275,504,3,3
505,"[1, 2, 3, 4, 5]","[51, 69, 51, 62, 16]",249,505,3,3
506,"[1, 2, 3, 4, 5]","[100, 66, 86, 72, 23]",347,506,3,3
507,"[1, 2, 3, 4, 5]","[94, 11, 46, 94, 53]",298,507,3,3
508,"[1, 2, 3, 4, 5]","[98, 40, 16, 27, 49]",230,508,3,3
509,"[1, 2, 3, 4, 5]","[69, 11, 48, 60, 26]",214,509,3,3
510,"[1, 2, 3, 4, 5]","[99, 60, 40, 65, 10]",274,510,3,3
511,"[1, 2, 3, 4, 5]","[19, 39, 28, 56, 19]",161,511,3,4
512,"[1, 2, 3, 4, 5]","[97, 50, 69, 40, 86]",342,512,3,4
513,"[1, 2, 3, 4, 5]","[60, 59, 48, 77, 33]",277,513,3,4
514,"[1, 2, 3, 4, 5]","[33, 43, 38, 45, 12]",171,514,3,4
515,"[1, 2, 3, 4, 5]","[96, 13, 71, 40, 79]",299,515,3,4
516,"[1, 2, 3, 4, 5]","[17, 77, 59, 60, 38]",251,516,3,4
517,"[1, 2, 3, 4, 5]","[38, 38, 52, 13, 67]",208,517,3,4
518,"[1, 2, 3, 4, 5]","[11, 36, 11, 78, 56]",192,518,3,4
519,"[1, 2, 3, 4, 5]","[47, 96, 91, 12, 80]",326,519,3,4
520,"[1, 2, 3, 4, 5]","[54, 42, 19, 15, 24]",154,520,3,4
521,"[1, 2, 3, 4, 5]","[77, 39, 28, 75, 51]",270,521,3,5
522,"[1, 2, 3, 4, 5]","[78, 20, 32, 51, 72]",253,522,3,5
523,"[1, 2, 3, 4, 5]","[24, 89, 29, 40, 70]",252,523,3,5
524,"[1, 2, 3, 4, 5]","[95, 57, 16, 96, 93]",357,524,3,5
525,"[1, 2, 3, 4, 5]","[39, 77, 27, 77, 79]",299,525,3,5
526,"[1, 2, 3, 4, 5]","[88, 17, 60, 25, 27]",217,526,3,5
527,"[1, 2, 3, 4, 5]","[72, 39, 71, 63, 40]",285,527,3,5
528,"[1, 2, 3, 4, 5]","[11, 74, 42, 42, 71]",240,528,3,5
529,"[1, 2, 3, 4, 5]","[95, 92, 60, 71, 14]",332,529,3,5
530,"[1, 2, 3, 4, 5]","[99, 93, 97, 36, 62]",387,530,3,5
531,"[1, 2, 3, 4, 5]","[49, 27, 75, 93, 39]",283,531,3,6
532,"[1, 2, 3, 4, 5]","[68, 68, 52, 20, 51]",259,532,3,6
533,"[1, 2, 3, 4, 5]","[91, 100, 16, 25, 63]",295,533,3,6
534,"[1, 2, 3, 4, 5]","[43, 21, 69, 90, 20]",243,534,3,6
535,"[1, 2, 3, 4, 5]","[75, 33, 46, 58, 53]",265,535,3,6
536,"[1, 2, 3, 4, 5]","[60, 64, 40, 32, 88]",284,536,3,6
537,"[1, 2, 3, 4, 5]","[45, 83, 35, 61, 40]",264,537,3,6
538,"[1, 2, 3, 4, 5]","[17, 20, 69, 42, 15]",163,538,3,6
539,"[1, 2, 3, 4, 5]","[99, 22, 58, 61, 36]",276,539,3,6
540,"[1, 2, 3, 4, 5]","[12, 31, 88, 47, 27]",205,540,3,6
541,"[1, 2, 3, 4, 5]","[51, 84, 46, 48, 27]",256,541,3,7
542,"[1, 2, 3, 4, 5]","[11, 32, 32, 83, 56]",214,542,3,7
543,"[1, 2, 3, 4, 5]","[52, 81, 15, 42, 64]",254,543,3,7
544,"[1, 2, 3, 4, 5]","[45, 27, 59, 84, 71]",286,544,3,7
545,"[1, 2, 3, 4, 5]","[74, 45, 27, 73, 55]",274,545,3,7
546,"[1, 2, 3, 4, 5]","[18, 44, 84, 79, 97]",322,546,3,7
547,"[1, 2, 3, 4, 5]","[98, 16, 54, 38, 80]",286,547,3,7
548,"[1, 2, 3, 4, 5]","[40, 16, 93, 90, 62]",301,548,3,7
549,"[1, 2, 3, 4, 5]","[34, 20, 71, 69, 20]",214,549,3,7
550,"[1, 2, 3, 4, 5]","[20, 25, 64, 42, 27]",178,550,3,7
551,"[1, 2, 3, 4, 5]","[89, 99, 33, 48, 25]",294,551,3,9
552,"[1, 2, 3, 4, 5]","[13, 65, 62, 16, 20]",176,552,3,9
553,"[1, 2, 3, 4, 5]","[18, 36, 17, 67, 15]",153,553,3,9
554,"[1, 2, 3, 4, 5]","[88, 20, 90, 42, 44]",284,554,3,9
555,"[1, 2, 3, 4, 5]","[21, 88, 60, 95, 20]",284,555,3,9
556,"[1, 2, 3, 4, 5]","[51, 79, 89, 21, 26]",266,556,3,9
557,"[1, 2, 3, 4, 5]","[61, 41, 25, 77, 73]",277,557,3,9
558,"[1, 2, 3, 4, 5]","[93, 81, 32, 95, 19]",320,558,3,9
559,"[1, 2, 3, 4, 5]","[70, 35, 90, 69, 15]",279,559,3,9
560,"[1, 2, 3, 4, 5]","[48, 78, 93, 31, 27]",277,560,3,9
561,"[1, 2, 3, 4, 5]","[88, 77, 93, 60, 57]",375,561,3,10
562,"[1, 2, 3, 4, 5]","[68, 43, 89, 29, 71]",300,562,3,10
563,"[1, 2, 3, 4, 5]","[65, 87, 93, 54, 53]",352,563,3,10
564,"[1, 2, 3, 4, 5]","[33, 74, 64, 46, 33]",250,564,3,10
565,"[1, 2, 3, 4, 5]","[96, 30, 46, 12, 90]",274,565,3,10
566,"[1, 2, 3, 4, 5]","[16, 94, 21, 54, 19]",204,566,3,10
567,"[1, 2, 3, 4, 5]","[91, 21, 23, 14, 62]",211,567,3,10
568,"[1, 2, 3, 4, 5]","[25, 58, 22, 70, 62]",237,568,3,10
569,"[1, 2, 3, 4, 5]","[11, 24, 57, 75, 71]",238,569,3,10
570,"[1, 2, 3, 4, 5]","[19, 63, 61, 34, 61]",238,570,3,10
571,"[1, 2, 3, 4, 5]","[95, 61, 100, 83, 19]",358,571,3,11
572,"[1, 2, 3, 4, 5]","[49, 91, 71, 93, 93]",397,572,3,11
573,"[1, 2, 3, 4, 5]","[57, 95, 52, 100, 44]",348,573,3,11
574,"[1, 2, 3, 4, 5]","[44, 26, 94, 97, 66]",327,574,3,11
575,"[1, 2, 3, 4, 5]","[20, 57, 98, 64, 36]",275,575,3,11
576,"[1, 2, 3, 4, 5]","[13, 48, 80, 38, 45]",224,576,3,11
577,"[1, 2, 3, 4, 5]","[63, 39, 69, 71, 52]",294,577,3,11
578,"[1, 2, 3, 4, 5]","[45, 66, 37, 86, 51]",285,578,3,11
579,"[1, 2, 3, 4, 5]","[67, 59, 25, 10, 50]",211,579,3,11
580,"[1, 2, 3, 4, 5]","[85, 95, 38, 58, 99]",375,580,3,11
581,"[1, 2, 3, 4, 5]","[20, 85, 94, 20, 55]",274,581,3,12
582,"[1, 2, 3, 4, 5]","[79, 93, 51, 48, 32]",303,582,3,12
583,"[1, 2, 3, 4, 5]","[70, 38, 22, 98, 76]",304,583,3,12
584,"[1, 2, 3, 4, 5]","[14, 78, 72, 32, 10]",206,584,3,12
585,"[1, 2, 3, 4, 5]","[97, 10, 23, 98, 39]",267,585,3,12
586,"[1, 2, 3, 4, 5]","[12, 94, 80, 18, 23]",227,586,3,12
587,"[1, 2, 3, 4, 5]","[14, 83, 58, 88, 50]",293,587,3,12
588,"[1, 2, 3, 4, 5]","[84, 45, 24, 87, 74]",314,588,3,12
589,"[1, 2, 3, 4, 5]","[46, 39, 33, 85, 52]",255,589,3,12
590,"[1, 2, 3, 4, 5]","[25, 57, 55, 45, 14]",196,590,3,12
591,"[1, 2, 3, 4, 5]","[13, 92, 52, 58, 26]",241,591,3,13
592,"[1, 2, 3, 4, 5]","[97, 62, 32, 94, 67]",352,592,3,13
593,"[1, 2, 3, 4, 5]","[27, 45, 19, 16, 75]",182,593,3,13
594,"[1, 2, 3, 4, 5]","[71, 23, 58, 48, 15]",215,594,3,13
595,"[1, 2, 3, 4, 5]","[75, 12, 95, 57, 59]",298,595,3,13
596,"[1, 2, 3, 4, 5]","[31, 99, 71, 69, 67]",337,596,3,13
597,"[1, 2, 3, 4, 5]","[96, 34, 70, 28, 76]",304,597,3,13
598,"[1, 2, 3, 4, 5]","[96, 64, 32, 55, 60]",307,598,3,13
599,"[1, 2, 3, 4, 5]","[87, 42, 23, 21, 99]",272,599,3,13
600,"[1, 2, 3, 4, 5]","[20, 88, 92, 91, 23]",314,600,3,13
601,"[1, 2, 3, 4, 5]","[73, 44, 83, 68, 21]",289,601,3,14
602,"[1, 2, 3, 4, 5]","[31, 80, 98, 26, 94]",329,602,3,14
603,"[1, 2, 3, 4, 5]","[25, 46, 39, 62, 79]",251,603,3,14
604,"[1, 2, 3, 4, 5]","[20, 52, 38, 64, 10]",184,604,3,14
605,"[1, 2, 3, 4, 5]","[74, 92, 20, 48, 34]",268,605,3,14
606,"[1, 2, 3, 4, 5]","[33, 89, 70, 76, 81]",349,606,3,14
607,"[1, 2, 3, 4, 5]","[61, 96, 61, 58, 91]",367,607,3,14
608,"[1, 2, 3, 4, 5]","[87, 66, 62, 97, 21]",333,608,3,14
609,"[1, 2, 3, 4, 5]","[91, 29, 12, 57, 69]",258,609,3,14
610,"[1, 2, 3, 4, 5]","[86, 89, 56, 57, 84]",372,610,3,14
611,"[1, 2, 3, 4, 5]","[29, 43, 45, 88, 25]",230,611,3,15
612,"[1, 2, 3, 4, 5]","[18, 94, 46, 65, 54]",277,612,3,15
613,"[1, 2, 3, 4, 5]","[77, 80, 26, 78, 90]",351,613,3,15
614,"[1, 2, 3, 4, 5]","[12, 21, 11, 71, 82]",197,614,3,15
615,"[1, 2, 3, 4, 5]","[49, 45, 62, 21, 92]",269,615,3,15
616,"[1, 2, 3, 4, 5]","[34, 40, 90, 94, 29]",287,616,3,15
617,"[1, 2, 3, 4, 5]","[51, 34, 33, 87, 53]",258,617,3,15
618,"[1, 2, 3, 4, 5]","[90, 35, 71, 59, 66]",321,618,3,15
619,"[1, 2, 3, 4, 5]","[54, 38, 69, 60, 79]",300,619,3,15
620,"[1, 2, 3, 4, 5]","[36, 14, 87, 72, 17]",226,620,3,15
621,"[1, 2, 3, 4, 5]","[67, 18, 56, 37, 42]",220,621,3,16
622,"[1, 2, 3, 4, 5]","[77, 49, 93, 39, 44]",302,622,3,16
623,"[1, 2, 3, 4, 5]","[46, 45, 70, 95, 80]",336,623,3,16
624,"[1, 2, 3, 4, 5]","[98, 26, 56, 11, 17]",208,624,3,16
625,"[1, 2, 3, 4, 5]","[65, 84, 94, 60, 45]",348,625,3,16
626,"[1, 2, 3, 4, 5]","[39, 93, 100, 59, 37]",328,626,3,16
627,"[1, 2, 3, 4, 5]","[53, 57, 15, 84, 70]",279,627,3,16
628,"[1, 2, 3, 4, 5]","[58, 87, 60, 64, 90]",359,628,3,16
629,"[1, 2, 3, 4, 5]","[30, 42, 79, 19, 88]",258,629,3,16
630,"[1, 2, 3, 4, 5]","[13, 90, 59, 69, 94]",325,630,3,16
631,"[1, 2, 3, 4, 5]","[29, 95, 24, 81, 10]",239,631,3,17
632,"[1, 2, 3, 4, 5]","[53, 42, 40, 66, 65]",266,632,3,17
633,"[1, 2, 3, 4, 5]","[73, 39, 47, 67, 84]",310,633,3,17
634,"[1, 2, 3, 4, 5]","[11, 59, 25, 13, 82]",190,634,3,17
635,"[1, 2, 3, 4, 5]","[33, 85, 38, 28, 63]",247,635,3,17
636,"[1, 2, 3, 4, 5]","[87, 36, 96, 57, 24]",300,636,3,17
637,"[1, 2, 3, 4, 5]","[12, 74, 13, 95, 89]",283,637,3,17
638,"[1, 2, 3, 4, 5]","[10, 65, 80, 40, 89]",284,638,3,17
639,"[1, 2, 3, 4, 5]","[50, 67, 67, 64, 25]",273,639,3,17
640,"[1, 2, 3, 4, 5]","[51, 62, 27, 60, 66]",266,640,3,17
641,"[1, 2, 3, 4, 5]","[20, 24, 19, 16, 30]",109,641,3,18
642,"[1, 2, 3, 4, 5]","[59, 67, 41, 41, 79]",287,642,3,18
643,"[1, 2, 3, 4, 5]","[88, 74, 11, 84, 67]",324,643,3,18
644,"[1, 2, 3, 4, 5]","[44, 42, 88, 77, 73]",324,644,3,18
645,"[1, 2, 3, 4, 5]","[16, 67, 90, 98, 22]",293,645,3,18
646,"[1, 2, 3, 4, 5]","[38, 52, 36, 42, 87]",255,646,3,18
647,"[1, 2, 3, 4, 5]","[11, 80, 61, 83, 37]",272,647,3,18
